utgdag,kaupverd,fasteignamat,einflm,lod_flm,fmverd,yfirverd,count,sveitarfelag_Garðabær,sveitarfelag_Hafnarfjarðarkaupstaður,sveitarfelag_Kópavogsbær,sveitarfelag_Mosfellsbær,sveitarfelag_Reykjavíkurborg,tegund_Fjolbyli,tegund_Serbyli
2016-12-31,45160.715667311415,35224.003868471955,125.52785299806584,3589.1015473887815,381.37872738622883,0.6074986460259767,517,57.0,75.0,89.0,19.0,277.0,405.0,112.0
2017-01-31,43743.65914786967,34385.664160401,118.87669172932335,3638.705012531329,391.3555487034762,0.40011005183502085,399,30.0,54.0,58.0,16.0,241.0,343.0,56.0
2017-02-28,43618.82205513785,33998.42105263158,114.45789473684218,3813.3716791979964,405.17445959076764,0.39585724481004286,399,30.0,69.0,68.0,17.0,215.0,333.0,66.0
2017-03-31,45487.95558958653,34835.55895865237,118.17197549770287,3524.300153139357,413.3178681654424,0.5463822909615643,653,38.0,87.0,121.0,25.0,382.0,529.0,124.0
2017-04-30,49075.47169811321,36749.57547169811,122.66768867924523,3348.370754716981,427.28718810214116,0.5166456794819767,424,36.0,61.0,61.0,20.0,246.0,329.0,95.0
2017-05-31,47930.97817460317,32668.115079365078,118.80138888888887,3615.687896825396,426.5795210909792,1.5990559467210619,504,37.0,63.0,106.0,44.0,254.0,421.0,83.0
2017-06-30,49977.84342379958,35861.38830897704,123.69373695198334,3056.041544885177,428.8422869889266,0.8589282490588387,479,39.0,70.0,87.0,28.0,255.0,385.0,94.0
2017-07-31,47638.968680089485,34053.02013422819,116.96219239373603,3784.0389261744963,429.43521610352184,1.0220901135590632,447,28.0,60.0,68.0,29.0,262.0,366.0,81.0
2017-08-31,48335.02169197397,34285.32754880694,117.37592190889363,3719.7689804772235,434.56553963848796,0.8444786084151498,461,39.0,62.0,83.0,22.0,255.0,383.0,78.0
2017-09-30,47491.14864864865,32813.93018018018,113.01576576576574,3602.199324324324,442.8764439282947,1.042011058529489,444,36.0,51.0,74.0,20.0,263.0,380.0,64.0
2017-10-31,46630.10800744879,33948.60335195531,113.08882681564258,3441.9307262569832,437.14725633691796,0.5920604967358054,537,33.0,84.0,98.0,22.0,300.0,462.0,75.0
2017-11-30,46120.86440677966,33463.93596986817,111.1039548022599,3957.683615819209,434.56222839431734,0.5421106916093448,531,27.0,66.0,96.0,25.0,317.0,462.0,69.0
2017-12-31,48584.805607476635,38418.13084112149,118.4887850467291,3477.794579439253,430.1628039940768,0.45972160216586805,535,32.0,74.0,124.0,19.0,286.0,445.0,90.0
2018-01-31,48129.56834532374,38659.92805755396,115.65731414868124,3100.725659472422,440.115175652019,0.6550579729599431,417,51.0,44.0,65.0,53.0,204.0,340.0,77.0
2018-02-28,48312.17594654788,39298.55233853007,114.84298440979953,3518.390645879734,445.03309434957305,0.44984554592763165,449,47.0,63.0,67.0,28.0,244.0,382.0,67.0
2018-03-31,47876.840796019904,38144.61028192371,114.72072968490863,3394.7975124378117,442.26650676743094,0.5132486369371106,603,67.0,64.0,91.0,62.0,319.0,499.0,104.0
2018-04-30,48765.91328413284,39374.96309963099,115.96918819188186,3546.677490774908,440.1842985416731,0.3657202707495196,542,57.0,78.0,84.0,40.0,283.0,444.0,98.0
2018-05-31,49049.92405063291,39305.332278481015,114.51566455696197,3711.882753164559,451.4159480993825,0.3542453066460471,632,56.0,70.0,97.0,53.0,356.0,546.0,86.0
2018-06-30,49909.100494233935,40744.299835255355,119.09143327841848,3807.0210873146625,443.91936922119027,0.2996076258759393,607,46.0,77.0,104.0,36.0,344.0,500.0,107.0
2018-07-31,48082.847368421055,38357.29824561404,113.38070175438583,3797.329473684211,446.73007479188414,0.47320974211474376,570,38.0,73.0,85.0,36.0,338.0,478.0,92.0
2018-08-31,49119.02173913043,39071.77536231884,114.7847826086957,3695.9215579710153,453.66030330943795,0.3676628627396475,552,30.0,53.0,101.0,38.0,330.0,466.0,86.0
2018-09-30,48503.34186471663,36910.18281535649,110.70822669104194,4325.775137111517,461.91917010589276,0.8060142755591168,547,31.0,46.0,106.0,34.0,330.0,468.0,79.0
2018-10-31,50015.54736842105,40151.78947368421,116.43614035087712,3663.37701754386,450.58521750831136,0.37490403686905915,570,30.0,84.0,107.0,44.0,305.0,474.0,96.0
2018-11-30,51152.77093206951,39625.260663507106,117.014849921011,3862.8952606635066,465.46286923220356,0.7807578465963635,633,34.0,67.0,143.0,33.0,356.0,528.0,105.0
2018-12-31,52358.79875518672,43507.365145228214,122.24605809128629,3222.6977178423235,453.67337106535473,0.7812274678635467,482,28.0,60.0,102.0,31.0,261.0,382.0,100.0
