utgdag,kaupverd,fasteignamat,einflm,lod_flm,fmverd,yfirverd,count,sveitarfelag_Garðabær,sveitarfelag_Hafnarfjarðarkaupstaður,sveitarfelag_Kópavogsbær,sveitarfelag_Mosfellsbær,sveitarfelag_Reykjavíkurborg,tegund_Fjolbyli,tegund_Serbyli
2019-01-31,49702.36962750716,42000.60171919771,115.11289398280805,3538.8381088825213,453.2821632127794,0.5672387455508188,349,25.0,51.0,73.0,18.0,182.0,293.0,56.0
2019-02-28,51381.41923076923,44629.346153846156,121.21230769230787,3554.958653846154,447.9466138898227,0.34221169643026655,520,36.0,63.0,87.0,26.0,308.0,424.0,96.0
2019-03-31,52541.416666666664,46042.25177304965,119.94148936170203,3401.9980496453886,460.144319856924,0.20866110950135827,564,45.0,76.0,111.0,33.0,299.0,448.0,116.0
2019-04-30,51896.398773006134,45350.36809815951,120.02106339468301,4022.1742331288337,456.9504695588145,0.214388582645221,489,29.0,35.0,86.0,26.0,313.0,397.0,92.0
2019-05-31,50061.63048016701,43656.13778705637,113.54258872651354,4090.9772442588733,461.710294636103,0.2040741559054455,479,50.0,57.0,84.0,26.0,262.0,410.0,69.0
2019-06-30,49303.579185520364,42881.617647058825,112.70904977375564,4016.3047511312216,468.80870693147386,0.23296530476271374,442,30.0,57.0,80.0,18.0,257.0,369.0,73.0
2019-07-31,51490.89278752437,44542.085769980506,117.16491228070169,4022.589278752437,464.9901050925269,0.4378840611843792,513,42.0,56.0,91.0,28.0,296.0,420.0,93.0
2019-08-31,51651.34301270417,43801.48820326679,116.36551724137935,3376.499274047186,471.92398041319285,0.4000863497892906,551,39.0,66.0,125.0,24.0,297.0,452.0,99.0
2019-09-30,49694.29763779527,41689.03937007874,110.34330708661406,3962.7678740157476,480.5189082562426,0.7377167196695512,635,43.0,80.0,121.0,32.0,359.0,548.0,87.0
2019-10-31,52256.39966273187,45415.14333895447,116.34451939291745,3707.827655986511,471.6906262305849,0.26165282501101,593,44.0,84.0,124.0,32.0,309.0,506.0,87.0
2019-11-30,52748.51330798479,45743.80228136882,120.89771863117872,3598.9070342205305,459.7266205909241,0.22756897944161014,526,46.0,58.0,93.0,49.0,280.0,430.0,96.0
2019-12-31,51308.447037701975,45336.03231597845,114.53644524236984,3757.9328545780963,476.0033394348485,inf,557,37.0,67.0,89.0,31.0,333.0,468.0,89.0
2020-01-31,53170.995260663505,44687.962085308056,114.12109004739344,4111.814928909954,496.944857041528,0.7006786484099873,422,25.0,49.0,67.0,27.0,254.0,358.0,64.0
2020-02-29,51011.715667311415,44222.8916827853,113.28239845261123,3591.4820116054143,481.98343834344075,0.5022019757797096,517,37.0,60.0,81.0,32.0,307.0,445.0,72.0
2020-03-31,53184.353146853144,45495.594405594406,116.2963286713287,3498.5403846153854,487.89068730888926,0.5480995437952415,572,55.0,63.0,89.0,36.0,329.0,476.0,96.0
2020-04-30,53655.85051546392,46185.33505154639,118.96623711340202,4002.056958762887,482.7046411924232,0.43619246236758336,388,47.0,37.0,77.0,20.0,207.0,325.0,63.0
2020-05-31,52832.86842105263,43917.12918660287,111.22009569377992,3585.3409090909095,497.20672817736823,0.8399953288892703,418,37.0,48.0,68.0,27.0,238.0,359.0,59.0
2020-06-30,54111.33870967742,47999.9435483871,115.82701612903223,3661.4354838709673,491.9766677538218,0.2663574710626703,496,58.0,43.0,88.0,22.0,285.0,420.0,76.0
2020-07-31,55443.27450980392,48541.93464052288,119.20601307189531,3602.750980392155,491.34317337617574,0.2668118342443581,765,63.0,79.0,138.0,28.0,457.0,645.0,120.0
2020-08-31,54115.9845505618,46868.93258426966,114.32977528089889,4116.298735955057,499.9353036482077,0.3172174579830243,712,51.0,83.0,128.0,45.0,405.0,619.0,93.0
2020-09-30,54035.82696629214,45787.74157303371,112.2261797752809,4055.5267415730345,510.19488376353326,0.38574212001605296,890,74.0,98.0,148.0,61.0,509.0,765.0,125.0
2020-10-31,54958.295427901525,45929.98827667058,112.73294255568577,3820.831770222745,514.1369217314434,0.48219748822140446,853,75.0,96.0,139.0,56.0,487.0,728.0,125.0
2020-11-30,55553.274656679154,45931.360799001246,113.69588014981264,3705.128963795255,516.7238283199588,0.4401235115415193,801,57.0,87.0,121.0,41.0,495.0,693.0,108.0
2020-12-31,56421.88492063492,47124.11111111111,116.11640211640214,3954.945634920635,513.2653554965192,0.4959807162843285,756,45.0,75.0,130.0,32.0,474.0,650.0,106.0
2021-01-31,57325.44728434505,46493.05111821086,117.39456869009592,3426.0151757188505,516.544693249983,0.8746894142049886,626,53.0,68.0,128.0,36.0,341.0,531.0,95.0
2021-02-28,56064.23283983849,45425.195154777924,108.17240915208599,3847.85854643338,543.9374128579306,0.5442781239089522,743,54.0,60.0,165.0,31.0,433.0,668.0,75.0
2021-03-31,57681.740524781344,46416.50145772595,109.24946550048577,3951.8520894071917,551.4302909018684,0.48333143638085957,1029,47.0,71.0,186.0,56.0,669.0,912.0,117.0
2021-04-30,61623.73004354136,47343.846153846156,116.31843251088527,3983.7330914368654,556.3399610328711,0.5807094220872439,689,54.0,78.0,133.0,33.0,391.0,590.0,99.0
2021-05-31,59856.22896551724,46663.275862068964,114.86027586206892,3892.2971034482757,548.9793961224799,0.6551120779672096,725,67.0,94.0,112.0,34.0,418.0,627.0,98.0
2021-06-30,59184.07734056988,45711.438263229305,108.50515603799188,3909.0203527815474,572.7473427562667,0.5518526723582382,737,64.0,77.0,164.0,27.0,405.0,646.0,91.0
2021-07-31,61719.723333333335,45776.55,114.41733333333345,3925.976333333331,562.2309678570365,0.7939336661457101,600,60.0,60.0,136.0,30.0,314.0,515.0,85.0
2021-08-31,58991.3783269962,43070.74144486692,106.73288973384028,3987.1404942965787,580.2163685014788,1.0717704701662187,526,48.0,48.0,85.0,28.0,317.0,468.0,58.0
2021-09-30,58645.15789473684,44109.87664473684,107.68125000000008,4185.022368421055,577.028599789422,0.5212756972194784,608,67.0,73.0,79.0,28.0,361.0,519.0,89.0
2021-10-31,62406.989031078614,47774.66179159049,113.27513711151745,3891.1597806215714,581.4239498418972,0.36670498331266516,547,49.0,60.0,94.0,17.0,327.0,458.0,89.0
2021-11-30,65981.61363636363,48777.80844155844,118.20616883116874,3762.097402597401,588.9119668622913,0.6849699241421174,616,34.0,87.0,124.0,28.0,343.0,507.0,109.0
2021-12-31,67858.18529862174,47577.70290964778,115.38361408882072,4421.927718223584,620.4641317503697,0.9069866890176536,653,23.0,94.0,117.0,15.0,404.0,549.0,104.0
2022-01-31,66581.83333333333,49849.58904109589,114.13584474885846,4013.3470319634707,621.9544696766811,0.538485073874997,438,35.0,47.0,78.0,15.0,263.0,367.0,71.0
2022-02-28,69423.67252747253,52006.54945054945,114.55362637362659,4034.9663736263733,643.0033317049871,0.4771397602828432,455,27.0,47.0,83.0,24.0,274.0,379.0,76.0
2022-03-31,70277.7001934236,50036.40232108317,110.15918762088967,3858.4034816247577,671.93865819055,0.7982330820080105,517,41.0,48.0,77.0,14.0,337.0,442.0,75.0
2022-04-30,73952.49363867684,51190.916030534354,117.87302798982198,4129.8852417302805,664.5125594742286,1.040739519237039,393,49.0,47.0,51.0,15.0,231.0,328.0,65.0
2022-05-31,71267.53612167301,43558.59315589353,106.20095057034233,4329.990114068438,707.1765651161685,1.916415415794749,526,48.0,56.0,79.0,17.0,326.0,462.0,64.0
