date,kaupverd,fasteignamat,byggar,einflm,lod_flm,fullbuid,postnr_101.0,postnr_102.0,postnr_103.0,postnr_104.0,postnr_105.0,postnr_107.0,postnr_108.0,postnr_109.0,postnr_110.0,postnr_111.0,postnr_112.0,postnr_113.0,postnr_116.0,postnr_200.0,postnr_201.0,postnr_203.0,postnr_206.0,postnr_220.0,postnr_221.0,postnr_270.0,postnr_271.0,sveitarfelag_Hafnarfjarðarkaupstaður,sveitarfelag_Kópavogsbær,sveitarfelag_Mosfellsbær,sveitarfelag_Reykjavíkurborg,verd_m2,fjöldi_kaupsamninga,auglyst_fjolbyli,solutimi,Verðtryggð lán,erlend_lan,Óverðtryggð lán,overdtryggt,verdtryggt,visitala_rvk_%,verdbolga_%
2007-02-01,22045.63076923077,18398.16,1975.7507692307693,100.01046153846154,3545.54,1.0,0.09538461538461539,0.0,0.012307692307692308,0.043076923076923075,0.12307692307692308,0.06153846153846154,0.07692307692307693,0.04,0.043076923076923075,0.033846153846153845,0.08923076923076922,0.043076923076923075,0.0,0.07384615384615385,0.04,0.036923076923076927,0.0,0.05846153846153846,0.09538461538461539,0.033846153846153845,0.0,0.15384615384615385,0.15076923076923077,0.033846153846153845,0.6615384615384615,224.5815075140503,701.42,1.51,2.86,87.03,8.44,3.04,16.0,4.95,0.3,0.0
2007-03-01,22877.21818181818,18530.94090909091,1976.0772727272727,100.45022727272728,3750.0804545454544,1.0,0.075,0.0022727272727272726,0.0022727272727272726,0.06363636363636363,0.1409090909090909,0.0659090909090909,0.06363636363636363,0.04090909090909091,0.06818181818181818,0.045454545454545456,0.07954545454545454,0.031818181818181815,0.0,0.08181818181818182,0.045454545454545456,0.045454545454545456,0.0,0.07045454545454545,0.06136363636363636,0.015909090909090907,0.0,0.1318181818181818,0.17272727272727273,0.015909090909090907,0.6795454545454546,230.83575311637068,815.37,1.44,2.33,87.5,9.78,2.5,16.0,4.95,2.4,-0.8560945780676787
2007-04-01,22520.310954063603,18212.805653710246,1978.52296819788,98.55848056537103,3637.594876325088,1.0,0.08303886925795052,0.0017667844522968198,0.0,0.07597173144876325,0.10600706713780919,0.04770318021201413,0.04770318021201413,0.03180212014134275,0.07243816254416961,0.04946996466431095,0.07597173144876325,0.037102473498233215,0.0,0.05653710247349823,0.04240282685512368,0.08833922261484099,0.0,0.06890459363957598,0.07773851590106007,0.037102473498233215,0.0,0.14664310954063603,0.1872791519434629,0.037102473498233215,0.6289752650176679,232.98676151966436,838.49,1.44,2.24,86.74,11.95,2.64,16.0,4.95,0.7,0.2055921052631637
2007-05-01,22801.366336633662,17965.813861386137,1975.659405940594,99.12574257425743,3625.6235643564355,1.0,0.11089108910891089,0.0019801980198019802,0.0039603960396039604,0.04554455445544554,0.10495049504950495,0.06336633663366337,0.05742574257425743,0.04554455445544554,0.06336633663366337,0.033663366336633666,0.06930693069306931,0.02178217821782178,0.0019801980198019802,0.07128712871287128,0.0594059405940594,0.08118811881188119,0.0,0.07920792079207921,0.055445544554455446,0.0297029702970297,0.0,0.13465346534653466,0.21188118811881188,0.0297029702970297,0.6237623762376238,237.6225477037189,888.01,1.39,2.05,86.77444444444444,12.522222222222222,2.681111111111111,16.0,4.95,3.6,0.8206811653672652
2007-06-01,23443.518883415436,18186.912972085385,1975.3513957307061,97.84860426929393,3615.597701149425,1.0,0.11494252873563218,0.003284072249589491,0.0049261083743842365,0.052545155993431854,0.11658456486042693,0.05582922824302135,0.041050903119868636,0.03940886699507389,0.07060755336617405,0.04926108374384237,0.07389162561576355,0.027914614121510674,0.0016420361247947454,0.0722495894909688,0.03776683087027915,0.08210180623973727,0.0,0.08702791461412152,0.05090311986863711,0.0180623973727422,0.0,0.13793103448275862,0.1921182266009852,0.0180623973727422,0.6518883415435139,243.64296392090822,992.46,1.36,1.78,86.80888888888889,13.094444444444445,2.7222222222222223,16.0,4.95,0.5,0.2035002035001953
2007-07-01,23510.030100334447,18241.22408026756,1978.520066889632,98.2,4006.1078595317726,1.0,0.10033444816053512,0.005016722408026756,0.0016722408026755853,0.046822742474916385,0.09531772575250837,0.043478260869565216,0.05518394648829431,0.048494983277591976,0.12374581939799331,0.05016722408026756,0.07357859531772576,0.01839464882943144,0.0,0.056856187290969896,0.028428093645484948,0.051839464882943144,0.0,0.09698996655518395,0.07357859531772576,0.030100334448160536,0.0,0.1705685618729097,0.13712374581939799,0.030100334448160536,0.6622073578595318,243.20658872923977,851.91,1.35,2.03,86.84333333333333,13.666666666666666,2.763333333333333,16.0,4.95,1.4,-0.1218521527213578
2007-08-01,23682.29609929078,17795.721631205673,1977.52304964539,95.60035460992907,3839.3209219858154,1.0,0.1099290780141844,0.0,0.0070921985815602835,0.0425531914893617,0.1099290780141844,0.051418439716312055,0.07624113475177305,0.040780141843971635,0.0726950354609929,0.0549645390070922,0.07446808510638298,0.01950354609929078,0.0017730496453900709,0.06382978723404255,0.05319148936170213,0.05319148936170213,0.0,0.10638297872340426,0.040780141843971635,0.02127659574468085,0.0,0.14716312056737588,0.1702127659574468,0.02127659574468085,0.6613475177304965,251.23696900037783,838.38,1.25,1.92,86.87777777777778,14.238888888888889,2.8044444444444445,16.0,5.0,0.8,-0.3660024400162665
2007-09-01,23715.514506769825,18175.537717601546,1976.0348162475823,96.59497098646034,3915.2514506769826,1.0,0.10638297872340426,0.0019342359767891683,0.005802707930367505,0.04448742746615087,0.11218568665377177,0.04642166344294004,0.05609284332688588,0.05222437137330754,0.058027079303675046,0.06769825918762089,0.06963249516441006,0.017408123791102514,0.0,0.061895551257253385,0.03868471953578337,0.058027079303675046,0.0,0.11798839458413926,0.061895551257253385,0.02127659574468085,0.0019342359767891683,0.17988394584139264,0.15860735009671179,0.02321083172147002,0.6382978723404256,252.31738137544414,675.79,1.3,2.47,86.91222222222221,14.811111111111112,2.8455555555555554,16.0,5.4,0.8,1.1428571428571566
2007-10-01,23719.156690140844,17913.716549295776,1975.2940140845071,95.97887323943662,3384.5466549295775,1.0,0.11971830985915492,0.0,0.00528169014084507,0.035211267605633804,0.11091549295774648,0.07394366197183098,0.04401408450704225,0.04753521126760563,0.04929577464788732,0.06866197183098592,0.07042253521126761,0.02112676056338028,0.0,0.07042253521126761,0.03169014084507042,0.08274647887323944,0.0,0.11971830985915492,0.02992957746478873,0.01936619718309859,0.0,0.14964788732394366,0.18485915492957747,0.01936619718309859,0.6461267605633803,254.77984433583242,719.1,1.36,2.42,86.94666666666666,15.383333333333333,2.8866666666666667,16.0,5.4,2.8,0.363196125907983
2007-11-01,24980.74373795761,18446.204238921004,1976.8169556840078,98.87437379576109,3608.6275529865125,1.0,0.10404624277456648,0.0019267822736030828,0.0038535645472061657,0.04431599229287091,0.11368015414258188,0.05973025048169557,0.055876685934489405,0.046242774566473986,0.04238921001926782,0.04816955684007707,0.06165703275529865,0.028901734104046242,0.0,0.07129094412331406,0.04816955684007707,0.08670520231213873,0.0,0.11753371868978806,0.04046242774566474,0.025048169556840076,0.0,0.1579961464354528,0.20616570327552985,0.025048169556840076,0.6107899807321773,259.374112031657,613.44,1.36,2.86,86.9811111111111,15.955555555555556,2.9277777777777776,16.0,5.75,-1.5,0.4020908725371974
2007-12-01,25306.174224343675,18892.62291169451,1975.307875894988,101.03866348448686,3888.049403341289,1.0,0.0883054892601432,0.0,0.01909307875894988,0.05489260143198091,0.08353221957040573,0.04295942720763723,0.06205250596658711,0.050119331742243436,0.050119331742243436,0.06443914081145585,0.07159904534606205,0.050119331742243436,0.0,0.09785202863961814,0.05250596658711217,0.05250596658711217,0.0,0.10501193317422435,0.03818615751789976,0.016706443914081145,0.0,0.1431980906921241,0.20286396181384247,0.016706443914081145,0.6372315035799523,253.38585965966956,459.17,1.37,3.89,87.01555555555555,16.52777777777778,2.9688888888888885,16.5,6.3,0.1,0.680816980376453
2008-01-01,24353.93650793651,18662.76984126984,1974.0238095238096,98.04444444444445,4099.271428571428,1.0,0.11904761904761904,0.003968253968253968,0.0,0.05555555555555555,0.0873015873015873,0.031746031746031744,0.07142857142857142,0.07539682539682539,0.051587301587301584,0.047619047619047616,0.07936507936507936,0.031746031746031744,0.0,0.09126984126984126,0.03571428571428571,0.10317460317460317,0.0,0.07936507936507936,0.01984126984126984,0.015873015873015872,0.0,0.0992063492063492,0.23015873015873015,0.015873015873015872,0.6547619047619048,255.13281041254334,414.19,1.41,4.46,87.05,17.1,3.01,16.5,6.3,1.5,-0.1591089896579189
2008-02-01,26224.632768361582,21658.64406779661,1975.6158192090395,104.93502824858757,3547.4920903954803,1.0,0.0847457627118644,0.0,0.005649717514124294,0.062146892655367235,0.1016949152542373,0.06779661016949153,0.07909604519774012,0.05084745762711865,0.05649717514124294,0.02824858757062147,0.0903954802259887,0.022598870056497175,0.0,0.062146892655367235,0.05084745762711865,0.07909604519774012,0.0,0.1016949152542373,0.03389830508474576,0.022598870056497175,0.0,0.13559322033898305,0.192090395480226,0.022598870056497175,0.6497175141242938,253.30887513721666,391.68,1.59,5.32,88.61,18.03,2.8,16.5,6.3,-0.9,1.553784860557772
2008-03-01,24905.78947368421,20731.364035087718,1975.2587719298247,97.26271929824561,3488.888596491228,1.0,0.10964912280701754,0.0043859649122807015,0.0043859649122807015,0.06140350877192982,0.14473684210526316,0.06140350877192982,0.06140350877192982,0.06140350877192982,0.04824561403508772,0.03070175438596491,0.04824561403508772,0.03508771929824561,0.0,0.043859649122807015,0.05701754385964912,0.07017543859649122,0.0,0.08771929824561403,0.03508771929824561,0.03508771929824561,0.0,0.12280701754385964,0.17105263157894737,0.03508771929824561,0.6710526315789473,262.6026149245409,278.37,1.65,7.88,88.81,21.24,2.63,16.5,6.3,-0.4,1.4907806983130545
2008-04-01,24606.765714285713,20470.01142857143,1972.3657142857144,95.6937142857143,3095.3782857142855,1.0,0.11428571428571428,0.0,0.011428571428571429,0.06285714285714286,0.15428571428571428,0.05714285714285714,0.08,0.04,0.04,0.04,0.05142857142857143,0.022857142857142857,0.0,0.05142857142857143,0.045714285714285714,0.05714285714285714,0.0,0.09714285714285714,0.045714285714285714,0.02857142857142857,0.0,0.14285714285714285,0.15428571428571428,0.02857142857142857,0.6742857142857143,262.16287720694305,295.43,1.72,7.79,83.17,21.85,2.16,16.5,6.3,-1.7,4.2133745651333765
2008-05-01,22951.883116883117,19428.974025974025,1974.7662337662337,91.43506493506493,4235.868831168831,1.0,0.09740259740259741,0.0,0.006493506493506494,0.06493506493506493,0.11688311688311688,0.05844155844155844,0.07792207792207792,0.06493506493506493,0.08441558441558442,0.045454545454545456,0.03896103896103896,0.012987012987012988,0.0,0.09740259740259741,0.032467532467532464,0.05844155844155844,0.0,0.09090909090909091,0.025974025974025976,0.025974025974025976,0.0,0.11688311688311688,0.18831168831168832,0.025974025974025976,0.6688311688311688,257.72464574721675,218.64,1.87,11.39,83.78444444444445,21.574444444444445,2.155555555555556,18.5,6.3,0.5,1.4836795252225476
2008-06-01,23141.25,19478.083333333332,1972.5185185185185,90.33425925925927,3693.6009259259263,1.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.07407407407407407,0.027777777777777776,0.06481481481481481,0.037037037037037035,0.08333333333333333,0.027777777777777776,0.0,0.06481481481481481,0.05555555555555555,0.046296296296296294,0.0,0.12962962962962962,0.027777777777777776,0.027777777777777776,0.0,0.1574074074074074,0.16666666666666666,0.027777777777777776,0.6481481481481481,260.1263086319947,183.04,1.97,14.27,84.39888888888889,21.29888888888889,2.151111111111111,18.5,6.3,-0.1,0.8406432748537807
2008-07-01,23131.81818181818,20021.79220779221,1976.5714285714287,94.26493506493506,3989.4272727272732,1.0,0.12987012987012986,0.0,0.012987012987012988,0.06493506493506493,0.05194805194805195,0.03896103896103896,0.05194805194805195,0.09090909090909091,0.06493506493506493,0.025974025974025976,0.03896103896103896,0.03896103896103896,0.012987012987012988,0.07792207792207792,0.03896103896103896,0.06493506493506493,0.0,0.07792207792207792,0.09090909090909091,0.025974025974025976,0.0,0.16883116883116883,0.18181818181818182,0.025974025974025976,0.6233766233766234,251.61100649491465,333.49,1.97,7.94,85.01333333333334,21.023333333333333,2.146666666666667,18.5,6.3,0.8,0.8698803914461983
2008-08-01,22696.666666666668,19506.06111111111,1973.3166666666666,90.73388888888888,3394.5027777777777,1.0,0.1111111111111111,0.0,0.005555555555555556,0.05555555555555555,0.10555555555555556,0.12222222222222222,0.05,0.05,0.07222222222222222,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.0,0.08888888888888889,0.022222222222222223,0.06111111111111111,0.0,0.06666666666666667,0.06111111111111111,0.03888888888888889,0.0,0.12777777777777777,0.17222222222222222,0.03888888888888889,0.6611111111111111,254.48568994644396,281.12,2.03,9.76,85.62777777777778,20.747777777777777,2.1422222222222222,18.5,6.05,-0.3,0.8983111749910178
2008-09-01,23209.94011976048,19586.700598802396,1974.820359281437,92.1622754491018,3746.746706586826,1.0,0.08982035928143713,0.005988023952095809,0.029940119760479042,0.0718562874251497,0.08982035928143713,0.04790419161676647,0.041916167664670656,0.05389221556886228,0.04790419161676647,0.059880239520958084,0.08383233532934131,0.011976047904191617,0.0,0.09580838323353294,0.05389221556886228,0.041916167664670656,0.0,0.08982035928143713,0.04790419161676647,0.03592814371257485,0.0,0.1377245508982036,0.19161676646706588,0.03592814371257485,0.6347305389221557,255.38804652308585,274.59,2.07,10.25,86.24222222222222,20.472222222222225,2.137777777777778,18.5,6.05,-0.2,1.2464387464387494
2008-10-01,22629.527173913044,19590.695652173912,1974.2010869565217,90.37391304347825,3979.8940217391305,1.0,0.10869565217391304,0.005434782608695652,0.021739130434782608,0.06521739130434782,0.1793478260869565,0.05434782608695652,0.043478260869565216,0.043478260869565216,0.06521739130434782,0.021739130434782608,0.059782608695652176,0.021739130434782608,0.0,0.05434782608695652,0.05434782608695652,0.02717391304347826,0.0,0.11413043478260869,0.03804347826086957,0.021739130434782608,0.0,0.15217391304347827,0.1358695652173913,0.021739130434782608,0.6902173913043478,258.86259372796764,239.5,2.08,11.97,86.85666666666667,20.19666666666667,2.1333333333333333,18.5,6.05,-0.2,3.0249736194160937
2008-11-01,22434.742647058825,19608.91911764706,1975.110294117647,90.48897058823529,4045.776470588235,1.0,0.11029411764705882,0.0,0.014705882352941176,0.029411764705882353,0.07352941176470588,0.08823529411764706,0.07352941176470588,0.07352941176470588,0.08823529411764706,0.03676470588235294,0.058823529411764705,0.014705882352941176,0.0,0.08823529411764706,0.04411764705882353,0.007352941176470588,0.0,0.10294117647058823,0.07352941176470588,0.022058823529411766,0.0,0.17647058823529413,0.13970588235294118,0.022058823529411766,0.6617647058823529,255.875943464556,136.42,2.17,21.98,87.47111111111111,19.921111111111113,2.128888888888889,15.0,5.9,-0.3,1.843632639125992
2008-12-01,23369.5,20332.925925925927,1974.6666666666667,96.48148148148148,3095.277777777778,1.0,0.16666666666666666,0.0,0.018518518518518517,0.09259259259259259,0.16666666666666666,0.018518518518518517,0.018518518518518517,0.0,0.037037037037037035,0.05555555555555555,0.07407407407407407,0.018518518518518517,0.0,0.05555555555555555,0.07407407407407407,0.09259259259259259,0.0,0.09259259259259259,0.0,0.018518518518518517,0.0,0.09259259259259259,0.2222222222222222,0.018518518518518517,0.6666666666666666,245.26301949168294,143.96,2.21,21.12,88.08555555555556,19.645555555555557,2.1244444444444444,21.0,5.9,-1.3,1.7096882333221377
2009-01-01,21813.68085106383,19850.85106382979,1960.404255319149,93.64468085106384,2477.825531914894,1.0,0.2553191489361702,0.0,0.0,0.2127659574468085,0.14893617021276595,0.02127659574468085,0.0,0.0,0.06382978723404255,0.06382978723404255,0.0425531914893617,0.0,0.0,0.06382978723404255,0.0,0.0425531914893617,0.0,0.0851063829787234,0.0,0.0,0.0,0.0851063829787234,0.10638297872340426,0.0,0.8085106382978723,246.37794791208003,148.35,2.25,20.82,88.7,19.37,2.12,21.0,5.9,-1.6,0.428477257745552
2009-02-01,20912.967741935485,17827.58064516129,1968.741935483871,79.6516129032258,3588.1290322580644,1.0,0.0967741935483871,0.0,0.0,0.12903225806451613,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,0.03225806451612903,0.0,0.16129032258064516,0.0967741935483871,0.0,0.0,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.0,0.0967741935483871,0.25806451612903225,0.0967741935483871,0.5483870967741935,265.28997390812896,105.87,1.86,24.04,91.03,18.93,2.18,20.0,5.9,-0.6,1.247128322940605
2009-03-01,18685.464285714286,17770.178571428572,1977.0,84.925,3078.542857142857,1.0,0.07142857142857142,0.0,0.0,0.03571428571428571,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.17857142857142858,0.03571428571428571,0.0,0.0,0.07142857142857142,0.10714285714285714,0.07142857142857142,0.0,0.07142857142857142,0.0,0.03571428571428571,0.0,0.07142857142857142,0.25,0.03571428571428571,0.6428571428571429,235.5242592565913,137.71,2.39,23.76,90.98,17.45,2.75,19.0,5.9,-3.8,0.1620745542949775
2009-04-01,21419.244444444445,20980.11111111111,1978.8,97.9888888888889,3378.8888888888887,1.0,0.1111111111111111,0.0,0.022222222222222223,0.044444444444444446,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.044444444444444446,0.0,0.044444444444444446,0.15555555555555556,0.06666666666666667,0.0,0.022222222222222223,0.06666666666666667,0.022222222222222223,0.0,0.08888888888888889,0.26666666666666666,0.022222222222222223,0.6222222222222222,224.61173615266807,140.03,2.55,24.94,92.76,16.59,3.02,19.0,5.9,-2.6,0.8414239482200658
2009-05-01,20474.5,18728.5,1973.35,88.125,2812.82,1.0,0.1,0.0,0.0,0.05,0.15,0.05,0.05,0.0,0.05,0.0,0.1,0.0,0.0,0.05,0.15,0.05,0.0,0.05,0.1,0.05,0.0,0.15,0.25,0.05,0.55,235.66319443063836,159.48,2.67,23.03,92.54666666666667,16.42222222222222,3.16,18.0,5.9,-0.7,1.4441591784338792
2009-06-01,19904.434782608696,18229.956521739132,1972.0869565217392,88.68695652173913,4668.430434782608,1.0,0.06521739130434782,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.15217391304347827,0.15217391304347827,0.021739130434782608,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.08695652173913043,0.21739130434782608,0.0,0.6956521739130435,231.44384792582179,137.14,2.74,27.46,92.33333333333334,16.254444444444445,3.3,10.5,5.9,-0.4,1.8981335020563208
2009-07-01,19631.021739130436,19989.239130434784,1973.1739130434783,89.20869565217392,2653.9391304347823,1.0,0.2391304347826087,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.06521739130434782,0.043478260869565216,0.0,0.06521739130434782,0.021739130434782608,0.0,0.08695652173913043,0.10869565217391304,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.08695652173913043,0.21739130434782608,0.0,0.6956521739130435,230.59626118435742,171.56,2.72,21.76,92.12,16.086666666666666,3.44,10.5,5.8,0.3,0.5588326606643657
2009-08-01,19435.696969696968,18486.439393939392,1973.2575757575758,83.0909090909091,4422.427272727273,1.0,0.16666666666666666,0.0,0.06060606060606061,0.06060606060606061,0.07575757575757576,0.07575757575757576,0.10606060606060606,0.015151515151515152,0.030303030303030304,0.030303030303030304,0.12121212121212122,0.015151515151515152,0.0,0.06060606060606061,0.030303030303030304,0.015151515151515152,0.0,0.030303030303030304,0.07575757575757576,0.030303030303030304,0.0,0.10606060606060606,0.10606060606060606,0.030303030303030304,0.7575757575757576,238.86703542007984,140.83,2.83,27.57,91.90666666666667,15.918888888888889,3.58,10.5,5.8,0.8,0.6792219820932477
2009-09-01,20997.82608695652,19867.1884057971,1972.855072463768,91.9159420289855,3931.263768115942,1.0,0.18840579710144928,0.0,0.0,0.028985507246376812,0.11594202898550725,0.13043478260869565,0.07246376811594203,0.07246376811594203,0.014492753623188406,0.028985507246376812,0.043478260869565216,0.014492753623188406,0.0,0.08695652173913043,0.11594202898550725,0.014492753623188406,0.0,0.057971014492753624,0.0,0.014492753623188406,0.0,0.057971014492753624,0.21739130434782608,0.014492753623188406,0.7101449275362319,234.00376814171378,171.77,3.09,24.61,91.69333333333334,15.751111111111111,3.72,10.5,4.9,-0.1,0.8586323213737979
2009-10-01,20210.6,19441.925,1970.375,90.0175,3985.5512499999995,1.0,0.1375,0.0,0.025,0.0375,0.2625,0.025,0.075,0.0375,0.0625,0.025,0.05,0.0125,0.0,0.0625,0.075,0.0375,0.0,0.025,0.0375,0.0125,0.0,0.0625,0.175,0.0125,0.75,230.5948119808696,166.7,3.11,25.53,91.48,15.583333333333334,3.8600000000000003,10.5,4.9,-0.1,1.094557616296754
2009-11-01,24930.9875,22909.5125,1972.225,108.28875000000001,2848.0412499999998,1.0,0.1625,0.0,0.0375,0.0875,0.1125,0.1125,0.025,0.0,0.025,0.0125,0.0625,0.0125,0.0,0.1375,0.0375,0.0625,0.0,0.05,0.025,0.0375,0.0,0.075,0.2375,0.0375,0.65,235.41054261451694,188.57,3.13,22.58,91.26666666666667,15.415555555555557,4.0,10.5,4.9,-1.5,0.9624060150375868
