date,kaupverd,fasteignamat,byggar,einflm,lod_flm,fullbuid,postnr_101.0,postnr_102.0,postnr_103.0,postnr_104.0,postnr_105.0,postnr_107.0,postnr_108.0,postnr_109.0,postnr_110.0,postnr_111.0,postnr_112.0,postnr_113.0,postnr_116.0,postnr_161.0,postnr_162.0,postnr_200.0,postnr_201.0,postnr_203.0,postnr_206.0,postnr_220.0,postnr_221.0,postnr_270.0,postnr_271.0,sveitarfelag_Hafnarfjarðarkaupstaður,sveitarfelag_Kópavogsbær,sveitarfelag_Mosfellsbær,sveitarfelag_Reykjavíkurborg,verd_m2,fjöldi_kaupsamninga,auglyst_serbyli,solutimi,Verðtryggð lán,erlend_lan,Óverðtryggð lán,overdtryggt,verdtryggt,visitala_rvk_%,verdbolga_%
2007-03-01,43375.92592592593,34853.456790123455,1978.0493827160494,199.54197530864198,1398.3395061728395,1.0,0.04938271604938271,0.0,0.037037037037037035,0.037037037037037035,0.012345679012345678,0.0,0.09876543209876543,0.09876543209876543,0.06172839506172839,0.0,0.13580246913580246,0.024691358024691357,0.0,0.0,0.0,0.08641975308641975,0.04938271604938271,0.07407407407407407,0.0,0.13580246913580246,0.037037037037037035,0.06172839506172839,0.0,0.1728395061728395,0.20987654320987653,0.06172839506172839,0.5555555555555556,222.27965670529267,815.37,0.46,2.33,87.5,9.78,2.5,16.0,4.95,2.4,-0.8560945780676787
2007-04-01,43818.125,34068.6875,1979.525,191.22875,1281.1637500000002,1.0,0.025,0.0,0.0,0.0375,0.025,0.0,0.0875,0.0625,0.075,0.025,0.05,0.075,0.0125,0.0,0.0,0.125,0.0375,0.025,0.0,0.1,0.075,0.1625,0.0,0.175,0.1875,0.1625,0.475,234.71141741765283,838.49,0.44,2.24,86.74,11.95,2.64,16.0,4.95,0.7,0.2055921052631637
2007-05-01,42418.42105263158,33241.46052631579,1976.1315789473683,185.16973684210527,1713.7421052631578,1.0,0.06578947368421052,0.013157894736842105,0.013157894736842105,0.039473684210526314,0.013157894736842105,0.02631578947368421,0.09210526315789473,0.07894736842105263,0.039473684210526314,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.013157894736842105,0.0,0.0,0.06578947368421052,0.02631578947368421,0.05263157894736842,0.0,0.07894736842105263,0.05263157894736842,0.11842105263157894,0.0,0.13157894736842105,0.14473684210526316,0.11842105263157894,0.6052631578947368,234.32351945484888,888.01,0.43,2.05,86.77444444444444,12.522222222222222,2.681111111111111,16.0,4.95,3.6,0.8206811653672652
2007-06-01,45303.54639175258,33468.35051546392,1975.721649484536,187.3742268041237,1622.5824742268042,1.0,0.030927835051546393,0.010309278350515464,0.0,0.030927835051546393,0.030927835051546393,0.041237113402061855,0.15463917525773196,0.041237113402061855,0.07216494845360824,0.030927835051546393,0.08247422680412371,0.030927835051546393,0.020618556701030927,0.0,0.0,0.09278350515463918,0.061855670103092786,0.041237113402061855,0.0,0.08247422680412371,0.07216494845360824,0.07216494845360824,0.0,0.15463917525773196,0.1958762886597938,0.07216494845360824,0.5773195876288659,244.05267022800902,992.46,0.41,1.78,86.80888888888889,13.094444444444445,2.7222222222222223,16.0,4.95,0.5,0.2035002035001953
2007-07-01,46141.45054945055,33780.241758241755,1976.934065934066,187.41978021978022,1636.2175824175822,1.0,0.02197802197802198,0.02197802197802198,0.01098901098901099,0.054945054945054944,0.03296703296703297,0.04395604395604396,0.0989010989010989,0.12087912087912088,0.02197802197802198,0.02197802197802198,0.08791208791208792,0.02197802197802198,0.01098901098901099,0.0,0.0,0.10989010989010989,0.054945054945054944,0.01098901098901099,0.0,0.08791208791208792,0.03296703296703297,0.13186813186813187,0.0,0.12087912087912088,0.17582417582417584,0.13186813186813187,0.5714285714285714,253.76940247346045,851.91,0.38,2.03,86.84333333333333,13.666666666666666,2.763333333333333,16.0,4.95,1.4,-0.1218521527213578
2007-08-01,46522.63157894737,34112.31578947369,1977.7263157894736,188.85684210526318,1423.123157894737,1.0,0.031578947368421054,0.0,0.0,0.06315789473684211,0.031578947368421054,0.031578947368421054,0.10526315789473684,0.07368421052631578,0.06315789473684211,0.010526315789473684,0.14736842105263157,0.010526315789473684,0.010526315789473684,0.0,0.0,0.08421052631578947,0.031578947368421054,0.031578947368421054,0.0,0.12631578947368421,0.07368421052631578,0.07368421052631578,0.0,0.2,0.14736842105263157,0.07368421052631578,0.5789473684210527,252.07429114998584,838.38,0.36,1.92,86.87777777777778,14.238888888888889,2.8044444444444445,16.0,5.0,0.8,-0.3660024400162665
2007-09-01,45781.4606741573,33632.88764044944,1978.0674157303372,186.71011235955058,1473.556179775281,1.0,0.06741573033707865,0.0,0.0,0.02247191011235955,0.02247191011235955,0.0,0.06741573033707865,0.06741573033707865,0.06741573033707865,0.0449438202247191,0.1348314606741573,0.0449438202247191,0.033707865168539325,0.0,0.0,0.0898876404494382,0.056179775280898875,0.02247191011235955,0.0,0.0898876404494382,0.06741573033707865,0.10112359550561797,0.0,0.15730337078651685,0.16853932584269662,0.10112359550561797,0.5730337078651685,248.92207465397584,675.79,0.37,2.47,86.91222222222221,14.811111111111112,2.8455555555555554,16.0,5.4,0.8,1.1428571428571566
2007-10-01,48080.246913580246,34788.98765432099,1977.432098765432,201.19876543209878,1481.2432098765432,1.0,0.037037037037037035,0.0,0.0,0.024691358024691357,0.024691358024691357,0.012345679012345678,0.13580246913580246,0.13580246913580246,0.1111111111111111,0.024691358024691357,0.08641975308641975,0.0,0.0,0.0,0.0,0.1111111111111111,0.04938271604938271,0.024691358024691357,0.0,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.0,0.14814814814814814,0.18518518518518517,0.07407407407407407,0.5925925925925926,249.49442776653711,719.1,0.39,2.42,86.94666666666666,15.383333333333333,2.8866666666666667,16.0,5.4,2.8,0.363196125907983
2007-11-01,46383.05376344086,33846.62365591398,1977.3333333333333,185.05591397849463,1688.0,1.0,0.07526881720430108,0.0,0.0,0.03225806451612903,0.03225806451612903,0.010752688172043012,0.043010752688172046,0.12903225806451613,0.010752688172043012,0.03225806451612903,0.17204301075268819,0.0,0.021505376344086023,0.0,0.0,0.10752688172043011,0.08602150537634409,0.021505376344086023,0.0,0.15053763440860216,0.043010752688172046,0.03225806451612903,0.0,0.1935483870967742,0.21505376344086022,0.03225806451612903,0.5591397849462365,258.06346340660536,613.44,0.4,2.86,86.9811111111111,15.955555555555556,2.9277777777777776,16.0,5.75,-1.5,0.4020908725371974
2007-12-01,45907.846153846156,32737.923076923078,1973.9384615384615,186.90153846153848,1626.3907692307691,1.0,0.06153846153846154,0.0,0.015384615384615385,0.015384615384615385,0.0,0.015384615384615385,0.12307692307692308,0.1076923076923077,0.03076923076923077,0.046153846153846156,0.12307692307692308,0.015384615384615385,0.0,0.0,0.0,0.1076923076923077,0.046153846153846156,0.0,0.0,0.12307692307692308,0.03076923076923077,0.13846153846153847,0.0,0.15384615384615385,0.15384615384615385,0.13846153846153847,0.5538461538461539,259.09283119606647,459.17,0.42,3.89,87.01555555555555,16.52777777777778,2.9688888888888885,16.5,6.3,0.1,0.680816980376453
