,Period,NoOfProperties,postnumer
47144,202008,25,108.0
47145,202008,8,109.0
47146,202008,12,110.0
47147,202008,1,111.0
47148,202008,12,112.0
47149,202008,6,113.0
47150,202008,1,116.0
47151,202008,1,161.0
47152,202008,12,170.0
47154,202008,51,200.0
47155,202008,5,201.0
47156,202008,6,203.0
47157,202008,11,210.0
47158,202008,10,220.0
47159,202008,9,221.0
47160,202008,2,225.0
47168,202008,6,270.0
47169,202008,4,271.0
47170,202008,6,276.0
47263,202008,266,101.0
47264,202008,3,102.0
47265,202008,2,103.0
47266,202008,20,104.0
47267,202008,100,105.0
47268,202008,23,107.0
47269,202008,15,108.0
47270,202008,6,109.0
47271,202008,9,110.0
47272,202008,3,111.0
47273,202008,7,112.0
47274,202008,3,113.0
47275,202008,1,161.0
47276,202008,5,170.0
47278,202008,26,200.0
47279,202008,6,201.0
47280,202008,4,203.0
47281,202008,1,206.0
47282,202008,14,210.0
47283,202008,13,220.0
47284,202008,7,221.0
47285,202008,4,225.0
47292,202008,9,270.0
47293,202008,5,271.0
47294,202008,16,276.0
47389,202008,86,101.0
47390,202008,6,102.0
47391,202008,2,103.0
47392,202008,18,104.0
47393,202008,42,105.0
47394,202008,17,107.0
47395,202008,13,108.0
47396,202008,3,109.0
47397,202008,13,110.0
47398,202008,1,111.0
47399,202008,6,112.0
47400,202008,4,113.0
47401,202008,1,161.0
47402,202008,2,162.0
47403,202008,5,170.0
47406,202008,13,200.0
47407,202008,3,201.0
47408,202008,6,203.0
47409,202008,8,210.0
47410,202008,9,220.0
47411,202008,9,221.0
47417,202008,12,270.0
47418,202008,5,271.0
47419,202008,15,276.0
47512,202008,31,101.0
47513,202008,1,102.0
47514,202008,6,104.0
47515,202008,9,105.0
47516,202008,5,107.0
47517,202008,4,108.0
47518,202008,3,109.0
47519,202008,5,110.0
47520,202008,1,111.0
47521,202008,4,112.0
47522,202008,6,113.0
47523,202008,3,170.0
47525,202008,8,200.0
47526,202008,6,201.0
47527,202008,2,203.0
47528,202008,9,210.0
47529,202008,2,220.0
47530,202008,6,221.0
47531,202008,2,225.0
47534,202008,9,270.0
47535,202008,4,276.0
47599,202008,16,101.0
47600,202008,1,104.0
47601,202008,2,105.0
47602,202008,1,107.0
47603,202008,3,108.0
47604,202008,5,110.0
47605,202008,3,112.0
47606,202008,3,200.0
47607,202008,2,210.0
47608,202008,1,220.0
47609,202008,1,221.0
47611,202008,1,270.0
47643,202008,4,101.0
47644,202008,1,200.0
47645,202008,1,203.0
47646,202008,1,220.0
47647,202008,1,221.0
47666,202008,1,105.0
47667,202008,1,201.0
47668,202008,2,206.0
47684,202008,1,101.0
47685,202008,2,108.0
47686,202008,4,200.0
47687,202008,2,203.0
47689,202008,30,101.0
47690,202008,3,105.0
47691,202008,7,108.0
47692,202008,6,170.0
47693,202008,7,220.0
47694,202008,1,225.0
47695,202008,6,270.0
47729,202008,1,105.0
47730,202008,1,170.0
47738,202008,1,170.0
47742,202008,1,200.0
47744,202008,8,101.0
47745,202008,2,105.0
47746,202008,1,107.0
47747,202008,2,108.0
47748,202008,1,210.0
47749,202008,1,221.0
47766,202008,137,101.0
47767,202008,2,102.0
47768,202008,2,103.0
47769,202008,15,104.0
47770,202008,74,105.0
47771,202008,22,107.0
47772,202008,18,108.0
47773,202008,11,109.0
47774,202008,6,110.0
47775,202008,9,111.0
47776,202008,9,112.0
47777,202008,6,113.0
47778,202008,1,116.0
47779,202008,4,162.0
47782,202008,7,200.0
47783,202008,4,201.0
47784,202008,6,203.0
47785,202008,7,210.0
47786,202008,18,220.0
47787,202008,6,221.0
47795,202008,14,270.0
47796,202008,2,271.0
47797,202008,1,276.0
47894,202008,3,101.0
47895,202008,1,103.0
47896,202008,2,105.0
47897,202008,1,107.0
47898,202008,1,108.0
47899,202008,3,109.0
47900,202008,1,110.0
47901,202008,2,112.0
47902,202008,1,170.0
47904,202008,1,200.0
47905,202008,2,220.0
47908,202008,1,270.0
47938,202008,1,101.0
47939,202008,1,111.0
47940,202008,2,112.0
47941,202008,1,161.0
47942,202008,1,200.0
47943,202008,2,270.0
47961,202008,2,101.0
47962,202008,1,107.0
47963,202008,1,108.0
47964,202008,1,111.0
47970,202008,1,108.0
47974,202008,1,101.0
47985,202008,1,108.0
47988,202008,11,101.0
47989,202008,7,105.0
47990,202008,3,108.0
47991,202008,1,109.0
47992,202008,6,220.0
48013,202009,160,101.0
48014,202009,1,102.0
48015,202009,2,103.0
48016,202009,15,104.0
48017,202009,60,105.0
48018,202009,8,107.0
48019,202009,11,108.0
48020,202009,3,109.0
48021,202009,3,110.0
48022,202009,3,112.0
48023,202009,1,113.0
48024,202009,1,116.0
48025,202009,4,170.0
48028,202009,10,200.0
48029,202009,3,201.0
48030,202009,3,203.0
48031,202009,4,210.0
48032,202009,7,220.0
48033,202009,4,221.0
48034,202009,2,225.0
48043,202009,7,270.0
48044,202009,1,271.0
48045,202009,3,276.0
48149,202009,225,101.0
48150,202009,1,102.0
48151,202009,1,103.0
48152,202009,29,104.0
48153,202009,77,105.0
48154,202009,28,107.0
48155,202009,18,108.0
48156,202009,6,109.0
48157,202009,8,110.0
48158,202009,2,111.0
48159,202009,11,112.0
48160,202009,6,113.0
48161,202009,8,170.0
48163,202009,44,200.0
48164,202009,2,201.0
48165,202009,4,203.0
48166,202009,8,210.0
48167,202009,4,220.0
48168,202009,7,221.0
48169,202009,1,225.0
48177,202009,6,270.0
48178,202009,4,271.0
48179,202009,5,276.0
48266,202009,209,101.0
48267,202009,2,102.0
48268,202009,3,103.0
48269,202009,18,104.0
48270,202009,76,105.0
48271,202009,23,107.0
48272,202009,18,108.0
48273,202009,5,109.0
48274,202009,8,110.0
48275,202009,3,111.0
48276,202009,6,112.0
48277,202009,4,113.0
48278,202009,1,161.0
48279,202009,5,170.0
48280,202009,21,200.0
48281,202009,1,201.0
48282,202009,3,203.0
48283,202009,1,206.0
48284,202009,13,210.0
48285,202009,11,220.0
48286,202009,6,221.0
48287,202009,3,225.0
48295,202009,8,270.0
48296,202009,6,271.0
48297,202009,15,276.0
48390,202009,61,101.0
48391,202009,4,102.0
48392,202009,1,103.0
48393,202009,9,104.0
48394,202009,34,105.0
48395,202009,9,107.0
48396,202009,8,108.0
48397,202009,2,109.0
48398,202009,9,110.0
48399,202009,1,111.0
48400,202009,5,112.0
48401,202009,4,113.0
48402,202009,1,161.0
48403,202009,2,162.0
48404,202009,4,170.0
48407,202009,10,200.0
48408,202009,3,201.0
48409,202009,5,203.0
48410,202009,5,210.0
48411,202009,6,220.0
48412,202009,7,221.0
48413,202009,1,225.0
48419,202009,9,270.0
48420,202009,5,271.0
48421,202009,15,276.0
48508,202009,27,101.0
48509,202009,1,102.0
48510,202009,5,104.0
48511,202009,10,105.0
48512,202009,4,107.0
48513,202009,2,108.0
48514,202009,3,109.0
48515,202009,3,110.0
48516,202009,1,111.0
48517,202009,4,112.0
48518,202009,6,113.0
48519,202009,1,170.0
48521,202009,5,200.0
48522,202009,4,201.0
48523,202009,1,203.0
48524,202009,5,210.0
48525,202009,2,220.0
48526,202009,4,221.0
48527,202009,2,225.0
48530,202009,5,270.0
48531,202009,5,276.0
48594,202009,15,101.0
48595,202009,1,104.0
48596,202009,1,105.0
48597,202009,1,107.0
48598,202009,2,108.0
48599,202009,3,110.0
48600,202009,2,112.0
48601,202009,1,200.0
48602,202009,3,210.0
48603,202009,1,220.0
48604,202009,1,221.0
48606,202009,1,270.0
48637,202009,3,101.0
48638,202009,1,200.0
48639,202009,1,203.0
48640,202009,1,220.0
48641,202009,1,221.0
48656,202009,1,201.0
48657,202009,2,206.0
48673,202009,1,101.0
48674,202009,2,108.0
48675,202009,4,200.0
48676,202009,2,203.0
48678,202009,15,101.0
48679,202009,3,105.0
48680,202009,10,108.0
48681,202009,1,110.0
48682,202009,6,170.0
48683,202009,1,203.0
48684,202009,8,220.0
48685,202009,6,270.0
48719,202009,1,105.0
48720,202009,1,170.0
48728,202009,1,170.0
48732,202009,1,200.0
48734,202009,8,101.0
48735,202009,2,105.0
48736,202009,1,107.0
48737,202009,2,108.0
48738,202009,1,210.0
48739,202009,1,221.0
48754,202009,134,101.0
48755,202009,3,102.0
48756,202009,2,103.0
48757,202009,14,104.0
48758,202009,69,105.0
48759,202009,20,107.0
48760,202009,16,108.0
48761,202009,9,109.0
48762,202009,6,110.0
48763,202009,9,111.0
48764,202009,8,112.0
48765,202009,4,113.0
48766,202009,1,116.0
48767,202009,3,162.0
48768,202009,1,170.0
48771,202009,8,200.0
48772,202009,2,201.0
48773,202009,6,203.0
48774,202009,6,210.0
48775,202009,19,220.0
48776,202009,5,221.0
48783,202009,13,270.0
48784,202009,3,271.0
48878,202009,3,101.0
48879,202009,1,103.0
48880,202009,2,105.0
48881,202009,1,107.0
48882,202009,1,108.0
48883,202009,3,109.0
48884,202009,1,110.0
48885,202009,1,112.0
48886,202009,1,170.0
48888,202009,1,200.0
48889,202009,2,220.0
48892,202009,1,270.0
48920,202009,1,104.0
48921,202009,1,111.0
48922,202009,1,112.0
48923,202009,1,161.0
48924,202009,1,200.0
48925,202009,2,270.0
48941,202009,2,101.0
48942,202009,1,107.0
48943,202009,1,108.0
48944,202009,1,111.0
48949,202009,1,108.0
48952,202009,1,101.0
48963,202009,1,108.0
48966,202009,3,101.0
48967,202009,7,105.0
48968,202009,3,108.0
48969,202009,4,220.0
48989,202010,152,101.0
48990,202010,1,102.0
48991,202010,2,103.0
48992,202010,15,104.0
48993,202010,60,105.0
48994,202010,8,107.0
48995,202010,12,108.0
48996,202010,3,109.0
48997,202010,2,110.0
48998,202010,2,112.0
48999,202010,1,113.0
49000,202010,1,116.0
49001,202010,3,170.0
49004,202010,10,200.0
49005,202010,3,201.0
49006,202010,2,203.0
49007,202010,4,210.0
49008,202010,7,220.0
49009,202010,4,221.0
49010,202010,2,225.0
49019,202010,7,270.0
49020,202010,1,271.0
49021,202010,3,276.0
49126,202010,213,101.0
49127,202010,1,102.0
49128,202010,1,103.0
49129,202010,27,104.0
49130,202010,71,105.0
49131,202010,22,107.0
49132,202010,19,108.0
49133,202010,6,109.0
49134,202010,12,110.0
49135,202010,1,111.0
49136,202010,10,112.0
49137,202010,8,113.0
49138,202010,1,116.0
49139,202010,7,170.0
49141,202010,47,200.0
49142,202010,2,201.0
49143,202010,8,203.0
49144,202010,9,210.0
49145,202010,5,220.0
49146,202010,8,221.0
49147,202010,2,225.0
49154,202010,6,270.0
49155,202010,5,271.0
49156,202010,4,276.0
49234,202010,184,101.0
49235,202010,1,102.0
49236,202010,3,103.0
49237,202010,17,104.0
49238,202010,71,105.0
49239,202010,18,107.0
49240,202010,13,108.0
49241,202010,6,109.0
49242,202010,7,110.0
49243,202010,1,111.0
49244,202010,7,112.0
49245,202010,3,113.0
49246,202010,1,161.0
49247,202010,4,170.0
49248,202010,19,200.0
49249,202010,1,201.0
49250,202010,3,203.0
49251,202010,1,206.0
49252,202010,13,210.0
49253,202010,10,220.0
49254,202010,6,221.0
49255,202010,2,225.0
49263,202010,5,270.0
49264,202010,7,271.0
49265,202010,14,276.0
49352,202010,65,101.0
49353,202010,4,102.0
49354,202010,1,103.0
49355,202010,10,104.0
49356,202010,31,105.0
49357,202010,11,107.0
49358,202010,8,108.0
49359,202010,2,109.0
49360,202010,8,110.0
49361,202010,1,111.0
49362,202010,7,112.0
49363,202010,4,113.0
49364,202010,1,161.0
49365,202010,2,162.0
49366,202010,5,170.0
49369,202010,10,200.0
49370,202010,3,201.0
49371,202010,6,203.0
49372,202010,6,210.0
49373,202010,9,220.0
49374,202010,5,221.0
49375,202010,1,225.0
49381,202010,9,270.0
49382,202010,5,271.0
49383,202010,14,276.0
49470,202010,22,101.0
49471,202010,1,102.0
49472,202010,5,104.0
49473,202010,11,105.0
49474,202010,4,107.0
49475,202010,2,108.0
49476,202010,4,109.0
49477,202010,1,110.0
49478,202010,1,111.0
49479,202010,4,112.0
49480,202010,7,113.0
49481,202010,2,170.0
49483,202010,5,200.0
49484,202010,3,201.0
49485,202010,1,203.0
49486,202010,4,210.0
49487,202010,2,220.0
49488,202010,4,221.0
49489,202010,1,225.0
49492,202010,7,270.0
49493,202010,5,276.0
49555,202010,14,101.0
49556,202010,1,104.0
49557,202010,1,105.0
49558,202010,1,107.0
49559,202010,1,108.0
49560,202010,3,110.0
49561,202010,1,112.0
49562,202010,3,210.0
49563,202010,1,220.0
49564,202010,1,221.0
49565,202010,1,270.0
49593,202010,2,101.0
49594,202010,1,200.0
49595,202010,1,203.0
49596,202010,1,220.0
49597,202010,1,221.0
49614,202010,1,201.0
49615,202010,2,206.0
49631,202010,1,276.0
49632,202010,1,101.0
49633,202010,2,108.0
49634,202010,4,200.0
49635,202010,2,203.0
49637,202010,17,101.0
49638,202010,1,105.0
49639,202010,6,108.0
49640,202010,6,170.0
49641,202010,1,203.0
49642,202010,3,220.0
49644,202010,6,270.0
49676,202010,1,105.0
49677,202010,1,170.0
49684,202010,1,170.0
49687,202010,1,200.0
49688,202010,10,101.0
49689,202010,1,102.0
49690,202010,2,105.0
49691,202010,1,107.0
49692,202010,2,108.0
49693,202010,1,210.0
49694,202010,1,221.0
49709,202010,123,101.0
49710,202010,3,102.0
49711,202010,3,103.0
49712,202010,13,104.0
49713,202010,69,105.0
49714,202010,17,107.0
49715,202010,16,108.0
49716,202010,11,109.0
49717,202010,5,110.0
49718,202010,6,111.0
49719,202010,7,112.0
49720,202010,4,113.0
49721,202010,1,116.0
49722,202010,3,162.0
49723,202010,1,170.0
49726,202010,8,200.0
49727,202010,2,201.0
49728,202010,6,203.0
49729,202010,4,210.0
49730,202010,16,220.0
49731,202010,5,221.0
49737,202010,13,270.0
49828,202010,4,101.0
49829,202010,1,103.0
49830,202010,3,105.0
49831,202010,1,107.0
49832,202010,2,108.0
49833,202010,3,109.0
49834,202010,1,110.0
49835,202010,1,112.0
49836,202010,1,170.0
49838,202010,1,200.0
49839,202010,2,220.0
49842,202010,1,270.0
49867,202010,1,111.0
49868,202010,1,112.0
49869,202010,1,161.0
49870,202010,1,200.0
49871,202010,2,270.0
49886,202010,2,101.0
49887,202010,1,107.0
49888,202010,1,111.0
49893,202010,1,108.0
49896,202010,1,101.0
49907,202010,1,108.0
49910,202010,3,101.0
49911,202010,9,105.0
49912,202010,3,108.0
49913,202010,4,220.0
49930,202011,150,101.0
49931,202011,1,103.0
49932,202011,15,104.0
49933,202011,59,105.0
49934,202011,6,107.0
49935,202011,10,108.0
49936,202011,3,109.0
49937,202011,2,110.0
49938,202011,2,112.0
49939,202011,1,113.0
49940,202011,1,116.0
49941,202011,2,170.0
49944,202011,10,200.0
49945,202011,3,201.0
49946,202011,2,203.0
49947,202011,3,210.0
49948,202011,7,220.0
49949,202011,4,221.0
49950,202011,2,225.0
49958,202011,7,270.0
49959,202011,3,276.0
50060,202011,201,101.0
50061,202011,25,104.0
50062,202011,62,105.0
50063,202011,26,107.0
50064,202011,14,108.0
50065,202011,6,109.0
50066,202011,8,110.0
50067,202011,1,111.0
50068,202011,9,112.0
50069,202011,5,113.0
50070,202011,1,116.0
50071,202011,7,170.0
50074,202011,43,200.0
50075,202011,2,201.0
50076,202011,10,203.0
50077,202011,7,210.0
50078,202011,1,220.0
50079,202011,6,221.0
50080,202011,1,225.0
50086,202011,5,270.0
50087,202011,5,271.0
50088,202011,2,276.0
50163,202011,167,101.0
50164,202011,1,102.0
50165,202011,3,103.0
50166,202011,19,104.0
50167,202011,65,105.0
50168,202011,13,107.0
50169,202011,13,108.0
50170,202011,5,109.0
50171,202011,6,110.0
50172,202011,2,111.0
50173,202011,7,112.0
50174,202011,1,113.0
50175,202011,1,161.0
50176,202011,4,170.0
50177,202011,19,200.0
50178,202011,4,203.0
50179,202011,1,206.0
50180,202011,11,210.0
50181,202011,8,220.0
50182,202011,7,221.0
50183,202011,3,225.0
50189,202011,5,270.0
50190,202011,5,271.0
50191,202011,11,276.0
50274,202011,55,101.0
50275,202011,3,102.0
50276,202011,1,103.0
50277,202011,10,104.0
50278,202011,27,105.0
50279,202011,8,107.0
50280,202011,8,108.0
50281,202011,2,109.0
50282,202011,9,110.0
50283,202011,1,111.0
50284,202011,6,112.0
50285,202011,4,113.0
50286,202011,1,161.0
50287,202011,2,162.0
50288,202011,3,170.0
50291,202011,8,200.0
50292,202011,3,201.0
50293,202011,5,203.0
50294,202011,5,210.0
50295,202011,7,220.0
50296,202011,5,221.0
50297,202011,1,225.0
50303,202011,9,270.0
50304,202011,5,271.0
50305,202011,13,276.0
50385,202011,19,101.0
50386,202011,1,102.0
50387,202011,4,104.0
50388,202011,10,105.0
50389,202011,4,107.0
50390,202011,3,108.0
50391,202011,4,109.0
50392,202011,1,110.0
50393,202011,5,112.0
50394,202011,7,113.0
50395,202011,3,170.0
50397,202011,5,200.0
50398,202011,3,201.0
50399,202011,1,203.0
50400,202011,5,210.0
50401,202011,2,220.0
50402,202011,5,221.0
50403,202011,1,225.0
50406,202011,8,270.0
50407,202011,5,276.0
50462,202011,11,101.0
50463,202011,1,104.0
50464,202011,1,107.0
50465,202011,1,108.0
50466,202011,3,110.0
50467,202011,1,112.0
50468,202011,3,210.0
50469,202011,1,220.0
50470,202011,1,221.0
50471,202011,1,225.0
50472,202011,1,270.0
50497,202011,2,101.0
50498,202011,1,107.0
50499,202011,1,200.0
50500,202011,1,203.0
50501,202011,1,221.0
50515,202011,1,201.0
50516,202011,2,206.0
50529,202011,1,101.0
50530,202011,1,108.0
50531,202011,4,200.0
50532,202011,2,203.0
50534,202011,20,101.0
50535,202011,1,105.0
50536,202011,3,108.0
50537,202011,6,170.0
50538,202011,2,220.0
50539,202011,1,225.0
50541,202011,6,270.0
50572,202011,1,105.0
50573,202011,1,170.0
50580,202011,1,170.0
50583,202011,1,200.0
50584,202011,11,101.0
50585,202011,1,102.0
50586,202011,3,105.0
50587,202011,1,107.0
50588,202011,1,108.0
50589,202011,1,210.0
50603,202011,112,101.0
50604,202011,3,102.0
50605,202011,3,103.0
50606,202011,15,104.0
50607,202011,58,105.0
50608,202011,16,107.0
50609,202011,16,108.0
50610,202011,11,109.0
50611,202011,5,110.0
50612,202011,7,111.0
50613,202011,8,112.0
50614,202011,4,113.0
50615,202011,1,116.0
50616,202011,3,162.0
50617,202011,1,170.0
50620,202011,8,200.0
50621,202011,1,201.0
50622,202011,5,203.0
50623,202011,2,210.0
50624,202011,14,220.0
50625,202011,4,221.0
50632,202011,11,270.0
50724,202011,4,101.0
50725,202011,1,103.0
50726,202011,2,105.0
50727,202011,1,107.0
50728,202011,2,108.0
50729,202011,3,109.0
50730,202011,1,110.0
50731,202011,1,112.0
50732,202011,1,170.0
50734,202011,1,200.0
50735,202011,2,220.0
50738,202011,1,270.0
50764,202011,1,111.0
50765,202011,1,112.0
50766,202011,1,161.0
50767,202011,1,200.0
50768,202011,2,270.0
50783,202011,2,101.0
50784,202011,1,107.0
50785,202011,1,108.0
50791,202011,1,101.0
50802,202011,1,108.0
50804,202011,3,101.0
50805,202011,8,105.0
50806,202011,3,108.0
50807,202011,4,220.0
50824,202012,152,101.0
50825,202012,1,103.0
50826,202012,12,104.0
50827,202012,58,105.0
50828,202012,5,107.0
50829,202012,10,108.0
50830,202012,3,109.0
50831,202012,2,110.0
50832,202012,2,112.0
50833,202012,1,113.0
50834,202012,1,116.0
50835,202012,3,170.0
50838,202012,9,200.0
50839,202012,3,201.0
50840,202012,2,203.0
50841,202012,3,210.0
50842,202012,7,220.0
50843,202012,4,221.0
50844,202012,2,225.0
50852,202012,7,270.0
50853,202012,2,276.0
50955,202012,196,101.0
50956,202012,1,102.0
50957,202012,1,103.0
50958,202012,23,104.0
50959,202012,59,105.0
50960,202012,23,107.0
50961,202012,14,108.0
50962,202012,7,109.0
50963,202012,12,110.0
50964,202012,2,111.0
50965,202012,8,112.0
50966,202012,6,113.0
50967,202012,1,116.0
50968,202012,6,170.0
50971,202012,39,200.0
50972,202012,2,201.0
50973,202012,6,203.0
50974,202012,6,210.0
50975,202012,1,220.0
50976,202012,5,221.0
50977,202012,1,225.0
50984,202012,6,270.0
50985,202012,4,271.0
50986,202012,3,276.0
51061,202012,165,101.0
51062,202012,2,102.0
51063,202012,2,103.0
51064,202012,14,104.0
51065,202012,64,105.0
51066,202012,15,107.0
51067,202012,14,108.0
51068,202012,5,109.0
51069,202012,8,110.0
51070,202012,2,111.0
51071,202012,8,112.0
51072,202012,1,161.0
51073,202012,4,170.0
51074,202012,21,200.0
51075,202012,5,203.0
51076,202012,1,206.0
51077,202012,11,210.0
51078,202012,7,220.0
51079,202012,6,221.0
51080,202012,3,225.0
51086,202012,6,270.0
51087,202012,5,271.0
51088,202012,8,276.0
51169,202012,56,101.0
51170,202012,3,102.0
51171,202012,1,103.0
51172,202012,10,104.0
51173,202012,28,105.0
51174,202012,9,107.0
51175,202012,8,108.0
51176,202012,2,109.0
51177,202012,7,110.0
51178,202012,7,112.0
51179,202012,4,113.0
51180,202012,1,161.0
51181,202012,2,162.0
51182,202012,3,170.0
51185,202012,8,200.0
51186,202012,3,201.0
51187,202012,5,203.0
51188,202012,6,210.0
51189,202012,10,220.0
51190,202012,6,221.0
51191,202012,1,225.0
51197,202012,10,270.0
51198,202012,5,271.0
51199,202012,13,276.0
51277,202012,25,101.0
51278,202012,1,102.0
51279,202012,3,104.0
51280,202012,11,105.0
51281,202012,4,107.0
51282,202012,1,108.0
51283,202012,5,109.0
51284,202012,1,110.0
51285,202012,4,112.0
51286,202012,7,113.0
51287,202012,5,170.0
51289,202012,6,200.0
51290,202012,5,201.0
51291,202012,2,203.0
51292,202012,4,210.0
51293,202012,2,220.0
51294,202012,3,221.0
51295,202012,2,225.0
51298,202012,7,270.0
51299,202012,5,276.0
51351,202012,13,101.0
51352,202012,1,103.0
51353,202012,1,104.0
51354,202012,2,105.0
51355,202012,1,107.0
51356,202012,2,108.0
51357,202012,3,110.0
51358,202012,1,112.0
51359,202012,1,200.0
51360,202012,2,210.0
51361,202012,1,220.0
51362,202012,1,221.0
51363,202012,1,225.0
51364,202012,1,270.0
51390,202012,2,101.0
51391,202012,1,200.0
51392,202012,1,203.0
51393,202012,1,220.0
51394,202012,1,221.0
51409,202012,1,201.0
51410,202012,2,206.0
51425,202012,1,101.0
51426,202012,1,108.0
51427,202012,4,200.0
51428,202012,2,203.0
51430,202012,19,101.0
51431,202012,1,105.0
51432,202012,6,108.0
51433,202012,6,170.0
51434,202012,3,220.0
51435,202012,1,225.0
51436,202012,6,270.0
51467,202012,1,105.0
51468,202012,1,170.0
51475,202012,1,170.0
51478,202012,1,200.0
51479,202012,10,101.0
51480,202012,1,102.0
51481,202012,2,105.0
51482,202012,2,107.0
51483,202012,1,108.0
51484,202012,1,210.0
