utgdag,kaupverd,fasteignamat,einflm,lod_flm,fmverd,yfirverd,count,sveitarfelag_Garðabær,sveitarfelag_Hafnarfjarðarkaupstaður,sveitarfelag_Kópavogsbær,sveitarfelag_Mosfellsbær,sveitarfelag_Reykjavíkurborg,tegund_Fjolbyli,tegund_Serbyli
2007-01-14,25078.9156626506,21334.0,119.02048192771088,3344.475903614458,214.74365279000003,0.1932506410980197,83,2,12,11,5,53,69,14
2007-01-21,27863.272727272728,21213.171717171717,123.01818181818187,2854.2636363636366,231.2825392807365,0.556847393736556,99,5,16,19,4,55,79,20
2007-01-28,25228.021978021978,20097.56043956044,117.11318681318677,3226.1263736263736,219.81040874196154,0.3361893204169142,91,1,18,12,9,51,76,15
2007-02-04,25080.211267605635,20707.014084507042,114.88239436619723,3793.1577464788734,224.80013279061976,0.28083212057934964,142,3,20,26,9,84,114,28
2007-02-11,25051.104838709678,20548.709677419356,114.48790322580645,3239.1725806451614,224.25112093382762,0.3137219375278286,124,7,17,14,5,81,107,17
2007-02-18,27401.014492753624,21532.021739130436,118.86739130434786,3194.1246376811587,235.08879547717981,0.3349242544260919,138,6,22,24,2,84,116,22
2007-02-25,27924.335570469797,21995.86577181208,123.67919463087246,3991.6208053691275,230.6224208770722,0.6954078603917134,149,10,16,31,2,90,121,28
2007-03-04,28822.346368715083,20951.217877094972,126.85139664804466,3195.934078212291,232.63300970846618,0.8802855296051514,179,13,16,39,4,107,137,42
2007-03-11,24584.276923076923,19570.76923076923,109.02307692307696,4036.4376923076925,233.3854202676685,0.2857182346902855,130,9,21,24,5,71,113,17
2007-03-18,26328.323699421966,21150.780346820808,117.85260115606934,3282.1306358381503,228.6553402272525,0.24996429253510286,173,8,29,29,12,95,143,30
2007-03-25,26125.0,20068.28804347826,114.79945652173919,3169.6934782608687,232.83834322990543,0.5477521424810236,184,13,23,35,15,98,151,33
2007-04-01,27135.02617801047,21458.66492146597,120.94659685863876,3216.984293193717,230.99961916030458,0.35598136258798696,191,14,28,30,4,115,158,33
2007-04-08,26060.07874015748,20911.070866141734,114.89763779527563,3351.41811023622,233.93313380902447,0.3818631885915923,127,13,15,27,3,69,103,24
2007-04-15,26191.007751937985,19600.542635658916,113.69069767441854,3128.459689922481,237.66933059504925,0.5532611799561719,129,3,15,26,10,75,107,22
2007-04-22,25899.137931034482,19855.47701149425,110.783908045977,3466.767241379311,240.67284101853087,0.5064348860280086,174,9,24,34,9,98,155,19
2007-04-29,26357.882352941175,19959.164705882355,115.46294117647052,3547.8505882352933,235.08242911484155,0.6196562427324858,170,6,24,35,5,100,142,28
2007-05-06,25685.492537313432,20207.126865671642,109.2761194029851,3267.648507462686,240.4684771010901,0.3757133977205081,134,9,22,19,5,79,114,20
2007-05-13,27912.631016042782,19993.898395721924,117.83903743315511,4005.7631016042783,239.4440896096558,0.7502934940130395,187,14,20,41,3,109,164,23
2007-05-20,26241.397590361445,19790.78313253012,109.91084337349398,3551.0192771084335,243.10947892551147,0.4815918319031196,166,5,16,26,5,114,145,21
2007-05-27,28170.454545454544,21318.24431818182,118.39261363636359,3468.8136363636363,241.4929749374528,0.3868435099641438,176,9,24,35,8,100,139,37
2007-06-03,27235.76219512195,20063.810975609755,113.22499999999998,3284.6926829268286,247.71581147472335,0.530646093955924,164,9,27,30,4,94,137,27
2007-06-10,27025.25,21068.225,118.36850000000003,3538.3385,233.57250029587166,0.3362376177590393,200,8,39,16,11,126,170,30
2007-06-17,27180.058479532163,20309.473684210527,112.73567251461988,3883.909356725146,245.8911443860879,0.39107207961215706,171,7,30,28,9,97,143,28
2007-06-24,27068.548387096773,20232.43010752688,110.76827956989251,4273.8209677419345,246.42579274540878,0.4054649067278053,186,16,27,31,7,105,162,24
2007-07-01,28425.915492957745,20073.436619718308,117.62394366197185,3322.217840375587,248.10721273049973,0.6338679028396678,213,19,24,29,10,131,167,46
2007-07-08,29207.875,21734.33125,120.82562499999999,3203.390625,248.22047747136594,0.36620608196658394,160,13,21,28,13,85,125,35
2007-07-15,27910.526315789473,19894.883040935674,111.38011695906432,3793.8309941520465,254.48565992292356,0.625669365372521,171,8,27,35,4,97,136,35
2007-07-22,29195.231213872834,19236.29479768786,113.61618497109828,3716.3999999999996,253.42199993590876,1.524569771545377,173,21,31,15,6,100,148,25
2007-07-29,28595.162790697676,20357.95348837209,117.57325581395342,3483.957558139535,248.97279367399062,0.7405456142969101,172,13,22,23,6,108,143,29
2007-08-05,28244.40606060606,19458.59393939394,115.64181818181821,3358.775151515152,251.894066696045,0.8413285437182827,165,12,22,30,5,96,136,29
2007-08-12,26845.63963963964,19949.38738738739,109.9252252252252,3855.791891891892,249.0226310123038,0.5179653975495864,111,6,16,16,5,68,97,14
2007-08-19,27831.38888888889,20399.144444444446,112.8988888888889,3802.7305555555563,254.7966196170789,0.46814832498326997,180,15,34,28,5,98,155,25
2007-08-26,27760.05988023952,20114.40718562874,114.07664670658689,3511.988023952096,251.5133676661022,0.7028538317464832,167,10,26,32,6,93,137,30
2007-09-02,28497.1875,20824.4125,115.34687500000003,3459.7799999999997,249.0188095176915,0.5489227974038194,160,11,30,22,5,92,129,31
2007-09-09,26348.215909090908,19669.857954545456,107.2602272727272,3734.682386363637,254.0396966014927,0.4326712043990183,176,9,18,26,6,117,157,19
2007-09-16,27551.140625,20084.791666666668,111.91354166666669,3150.1276041666665,252.61974853885636,0.49467676454242,192,7,30,36,6,113,166,26
2007-09-23,29056.823529411766,21338.917647058825,120.84235294117651,3207.962352941177,252.30623081087708,0.4832458550992136,170,9,27,34,4,96,138,32
2007-09-30,27066.880503144654,19163.635220125787,113.88301886792453,2950.6371069182387,248.69455509408158,0.8147251414095474,159,12,26,29,4,88,131,28
2007-10-07,30075.0,21292.653846153848,118.46602564102567,3034.7705128205134,259.87962951419746,0.7863046036807751,156,10,16,26,8,96,124,32
2007-10-14,29832.04081632653,21200.79591836735,118.24965986394558,3465.5190476190473,258.51311705777687,0.5046200150093015,147,12,28,35,1,71,128,19
2007-10-21,28557.2,20370.82068965517,117.63793103448273,2777.508965517241,254.4814839276865,0.48529863490551245,145,13,26,25,4,77,113,32
2007-10-28,27526.68023255814,20283.25581395349,109.12848837209307,3512.3523255813957,259.43260180520207,0.42609278365020253,172,11,26,35,5,95,143,29
2007-11-04,31321.546218487394,21278.882352941175,126.44285714285715,3234.2647058823536,253.24081707380955,1.1053406928102392,119,16,15,18,3,67,99,20
2007-11-11,28551.25,19961.725,112.26666666666674,3736.3050000000003,256.84706722012885,0.7073785767196141,120,4,18,22,3,73,104,16
2007-11-18,30660.257352941175,20676.007352941175,118.24779411764703,3537.2360294117643,260.44495515595133,0.8869023128724125,136,9,15,29,5,78,114,22
2007-11-25,30116.65648854962,20530.908396946565,121.81908396946564,3624.396183206106,256.8316468971928,0.9320414790834931,131,9,18,22,6,76,105,26
2007-12-02,27767.910447761195,20413.089552238805,109.74552238805971,3960.5223880597014,257.8230436912521,0.3850163974220316,134,10,21,26,4,73,119,15
2007-12-09,28680.337078651686,19885.25842696629,117.17640449438203,4299.950561797754,252.00741960339755,0.5614484961728333,89,8,9,21,4,47,75,14
2007-12-16,28647.763440860213,20644.021505376346,110.43333333333332,3337.2419354838707,263.20416496348946,0.4192864796181812,93,8,11,18,3,53,78,15
2007-12-23,29372.764227642278,21463.731707317074,123.19674796747971,3259.3552845528457,247.6778220910004,0.7271818764251944,123,4,18,24,6,71,101,22
2007-12-30,24344.736842105263,18223.157894736843,93.65789473684212,3587.5210526315786,262.4838211661381,1.3545743090414855,19,0,1,2,0,16,18,1
2008-01-06,30501.724137931036,22838.620689655174,119.75517241379312,3247.2655172413793,259.70461420690776,0.8302275908764298,29,2,4,5,3,15,25,4
2008-01-13,31976.48888888889,23748.666666666668,121.44222222222223,3219.9844444444448,263.6366116431602,1.0594196200043848,45,6,5,10,2,22,39,6
2008-01-20,27899.75,21997.291666666668,112.00208333333332,3570.016666666668,253.35347647203662,0.3890798179548365,48,4,7,8,3,26,40,8
2008-01-27,32476.370967741936,24483.467741935485,124.0451612903226,2390.485483870968,258.49003271812524,0.5973444273962266,62,3,9,13,1,36,52,10
2008-02-03,31198.222222222223,23282.698412698413,121.54761904761904,3701.174603174604,259.0851095436297,0.8311656019166377,63,6,11,9,1,36,52,11
2008-02-10,28554.743243243243,20889.067567567567,112.74189189189187,3606.1270270270265,265.7455552105796,0.9394133497706884,74,1,13,15,3,42,62,12
2008-02-17,30410.95061728395,22695.864197530864,121.34691358024692,3971.2148148148144,259.02974316980385,1.1955055512247705,81,5,11,19,1,45,72,9
2008-02-24,26811.74074074074,22747.41975308642,108.49506172839507,3258.5333333333333,256.31113735164814,0.2986090119980538,81,3,15,12,5,46,72,9
2008-03-02,29624.464788732395,21037.450704225354,114.30704225352113,2722.560563380282,261.8953741292539,1.0592395072587288,71,5,8,6,5,47,58,13
2008-03-09,26384.4776119403,21151.880597014926,102.28507462686572,3047.0552238805967,261.45192141808656,0.3498962089437262,67,4,4,10,6,43,63,4
2008-03-16,30194.920634920636,22750.11111111111,115.38571428571427,3470.0269841269833,266.55295403178,0.4725989096090855,63,4,8,8,4,39,54,9
2008-03-23,29318.29268292683,24581.09756097561,122.82926829268288,2545.836585365854,250.65037505946628,0.19170415962166387,41,3,6,7,1,24,33,8
2008-03-30,31373.674418604653,23934.74418604651,140.41860465116278,2904.6,238.03731601170554,0.5060865460535684,43,2,7,4,2,28,29,14
2008-04-06,28905.492063492064,22930.079365079364,109.07936507936509,2778.6984126984125,268.0163926091832,0.3026986373314878,63,3,5,13,3,39,50,13
2008-04-13,30066.279069767443,22525.697674418603,121.91860465116284,3596.76976744186,252.9471004589845,0.7046247270946391,43,5,5,4,1,28,27,16
2008-04-20,27179.06976744186,21952.279069767443,106.19302325581396,3807.9627906976734,263.7365814577217,0.48612791602492306,43,2,8,5,0,28,35,8
2008-04-27,24894.52380952381,20157.595238095237,98.34285714285716,4600.433333333333,259.2753721014457,0.26381901212104353,42,0,7,10,3,22,38,4
2008-05-04,27947.756097560974,21676.682926829268,110.75609756097556,3904.2414634146335,255.18012481059247,0.5208403729243346,41,1,6,8,0,26,34,7
2008-05-11,26854.852941176472,20804.264705882353,104.41176470588236,4093.391176470588,254.31951167365082,0.554070038905508,34,1,8,5,0,20,30,4
2008-05-18,27780.95238095238,22541.0,95.37619047619049,3130.557142857143,294.2011206478858,0.23961456200857598,21,3,2,3,0,13,20,1
2008-05-25,26434.853658536584,20445.29268292683,108.0512195121951,3864.4292682926825,251.79591226093993,0.6068780304792342,41,4,5,9,3,20,34,7
2008-06-01,24388.13953488372,19957.3488372093,95.09069767441862,3644.5511627906967,259.05838393273285,0.23713727832564463,43,3,7,7,2,24,41,2
2008-06-08,35607.5,27584.25,141.93,2341.5,250.1988678301725,0.5320155127235091,20,3,4,2,0,11,14,6
2008-06-15,27119.04761904762,22208.95238095238,103.81428571428572,2162.385714285714,261.2702941549293,0.2045336181275362,21,2,3,1,1,14,18,3
2008-06-22,31213.88888888889,23283.333333333332,115.78333333333333,4257.044444444445,268.77946095607996,0.3241759212193397,18,1,1,3,0,13,15,3
2008-06-29,30762.068965517243,24645.172413793105,120.70000000000002,4035.2862068965514,258.0157935458979,0.27039607028308577,29,0,4,11,2,12,24,5
2008-07-06,23229.245283018867,20497.830188679247,98.85283018867923,4692.18679245283,249.42149049106166,0.14197475097503762,53,1,14,6,3,29,46,7
2008-07-13,25090.0,20909.38,97.912,3581.179999999999,251.92405239805393,0.15722278598463096,50,1,6,11,0,32,48,2
2008-07-20,29096.5,20227.96153846154,109.03653846153846,2519.4461538461533,271.6171729704711,0.9713639465796885,52,7,5,9,1,30,47,5
2008-07-27,23950.0,19827.71111111111,97.0,2982.5022222222224,252.6770534957675,0.3253476188915069,45,4,5,8,4,24,42,3
2008-08-03,28960.81081081081,23912.297297297297,108.4783783783784,3500.1351351351354,267.05798779929904,0.21774386752022165,37,8,4,3,0,22,28,9
2008-08-10,26803.571428571428,21628.214285714286,102.13571428571429,5860.9857142857145,268.46281409547333,0.2180598079340554,28,2,3,4,1,18,27,1
2008-08-17,27456.271186440677,22340.745762711864,114.88135593220345,3738.371186440678,243.9342337961858,0.21346617466176962,59,0,7,15,5,32,52,7
2008-08-24,25745.454545454544,20539.145454545454,99.62,2629.7818181818184,258.6715229517426,0.30087878504309257,55,2,7,10,1,35,52,3
2008-08-31,25010.727272727272,21537.054545454546,103.83454545454548,3470.7400000000002,248.5119485680635,0.16925222797607004,55,3,9,10,5,28,46,9
2008-09-07,26381.255319148935,21405.255319148935,108.69148936170208,3627.1255319148936,261.620900455351,0.25984614189825883,47,4,8,8,5,22,41,6
2008-09-14,24676.41304347826,21388.152173913044,97.14565217391302,3961.169565217391,259.4597809307129,0.15875398344610317,46,2,5,6,1,32,40,6
2008-09-21,23705.76923076923,20674.30769230769,94.13846153846148,4075.657692307692,256.24125584900366,0.15424860166256193,52,2,9,6,2,33,46,6
2008-09-28,23595.55769230769,20490.78846153846,93.90961538461542,3553.3057692307693,258.83954204849863,0.1682345263178668,52,1,10,7,0,34,50,2
2008-10-05,26669.69387755102,20744.285714285714,105.39591836734697,3369.930612244898,262.47399474280917,0.3100894684906428,49,2,5,9,2,31,44,5
2008-10-12,22937.777777777777,19356.11111111111,93.24666666666667,4526.860000000001,254.77500010221277,0.20160699604346288,45,3,9,7,0,26,44,1
2008-10-19,22528.709677419356,20717.90322580645,101.14193548387098,4267.051612903225,249.67673957322475,0.12814861123439072,31,2,9,1,1,18,29,2
2008-10-26,26640.322580645163,22544.354838709678,104.62580645161289,3208.7387096774187,264.1956619503671,0.1798525386084544,31,2,6,3,2,18,28,3
2008-11-02,26063.235294117647,22288.882352941175,105.5235294117647,4782.535294117647,251.57709493001295,0.195334485044789,34,1,0,4,4,25,26,8
2008-11-09,28179.78947368421,23635.63157894737,111.66842105263157,2863.4052631578948,256.50898645315044,0.2186927542405931,19,2,2,6,1,8,16,3
2008-11-16,25446.666666666668,19919.333333333332,115.06,3370.92,224.6391326329755,0.5069942138391003,15,2,0,3,0,10,11,4
2008-11-23,27307.529411764706,23719.117647058825,125.05882352941177,1987.964705882353,232.7134240412824,0.13083358774874268,17,1,2,3,2,9,13,4
2008-11-30,23620.0,18870.55,99.495,4065.7649999999994,242.98600521784138,0.3372774977303442,20,0,3,6,0,11,20,0
2008-12-07,20814.285714285714,20063.928571428572,92.27142857142859,3272.7285714285713,229.52886368272016,0.0498295938057945,14,0,4,1,0,9,14,0
2008-12-14,26011.384615384617,22581.53846153846,103.39230769230767,3482.153846153846,262.8043961623974,0.1701701714458689,13,1,0,2,1,9,11,2
2008-12-21,24371.625,20427.1875,104.84375000000001,2414.6125,250.172204990515,0.23087657699757566,16,1,2,1,0,12,15,1
2008-12-28,21040.0,14984.0,84.22,1298.3999999999999,252.26096233367207,2.240594499099804,5,0,1,0,0,4,5,0
2009-01-04,27269.933333333334,25009.066666666666,114.20666666666665,2347.266666666667,243.1484717815178,0.09797321932729174,15,4,0,2,0,9,13,2
2009-01-11,25362.5,20423.125,96.87500000000001,1601.3125,260.4220165601641,0.21229770784436375,8,1,1,2,0,4,8,0
2009-01-18,21778.571428571428,18495.714285714286,81.24285714285715,6289.428571428572,268.9367180077908,0.18815091152350324,7,1,2,0,0,4,7,0
2009-01-25,30250.0,27265.833333333332,130.49999999999997,2039.05,243.31179609695292,0.08809577323551078,6,0,2,1,0,3,4,2
2009-02-01,23642.21052631579,20128.684210526317,95.33157894736843,3752.615789473684,263.4880950243823,0.1953958526516575,19,1,1,6,3,8,17,2
2009-02-08,27760.0,21671.0,105.10999999999999,6049.0,279.6019605685665,0.2343211130096779,10,0,0,1,0,9,9,1
2009-02-15,24868.5,23739.166666666668,129.68333333333334,2390.0,214.79975666473356,0.0787833428546225,6,0,2,0,1,3,4,2
2009-02-22,17550.0,17797.5,80.125,2372.25,223.43988660667387,0.006605688376187999,4,0,0,1,0,3,3,1
2009-03-01,23926.777777777777,21384.444444444445,105.11666666666665,3075.6222222222223,226.11837522404446,0.12072041935988002,18,0,1,6,1,10,15,3
2009-03-08,24428.083333333332,23750.833333333332,110.89166666666667,3475.9249999999997,223.34006357432045,0.03437144289313092,12,1,1,1,0,9,11,1
2009-03-15,20700.0,20144.0,91.97999999999999,4565.58,231.2649627526618,0.04030272622691487,5,0,1,2,0,2,5,0
2009-03-22,21454.875,23265.625,110.6,2269.15,199.1602117515157,-0.05990495532419224,8,0,1,3,0,4,7,1
2009-03-29,23961.11111111111,22668.333333333332,105.55555555555554,3687.772222222222,232.55557764793397,0.06748006822003932,18,3,2,4,0,9,18,0
2009-04-05,31044.666666666668,25522.666666666668,126.22666666666669,2981.8,253.23563267417524,0.26321677105794394,15,1,1,5,3,5,13,2
2009-04-12,60925.0,30915.0,159.925,2553.75,373.9914162576904,1.1210790497734942,4,1,0,0,1,2,3,1
2009-04-19,20942.85714285714,18814.285714285714,90.38571428571429,2664.2571428571428,241.11099302770376,0.11217033382438564,7,1,1,2,0,3,7,0
2009-04-26,32850.0,22656.0,111.42,848.2,245.6783390509244,0.20427359965259625,5,1,0,0,0,4,5,0
2009-05-03,27810.0,26585.0,151.81,2508.04,207.9204802615137,0.12445765635245742,10,1,1,2,2,4,6,4
2009-05-10,23000.0,22539.285714285714,106.85714285714286,3170.2857142857147,225.6235534206956,0.021163628437761716,14,0,1,3,0,10,12,2
2009-05-17,30526.666666666668,22546.666666666668,116.24,4546.706666666666,251.4625478304899,0.22181536583139405,15,1,1,0,0,13,12,3
2009-05-24,22776.923076923078,18389.076923076922,103.53846153846156,4719.084615384615,225.46959121247906,0.40217065383969186,13,2,1,3,0,7,12,1
2009-05-31,22200.285714285714,20120.714285714286,97.97857142857141,3838.1071428571427,229.89825262398492,0.17055427538466547,14,2,2,5,0,5,13,1
2009-06-07,29000.666666666668,26356.25,116.14999999999999,2158.4166666666665,235.1482470995974,0.04043454090704815,12,1,2,4,1,4,9,3
2009-06-14,27705.29411764706,27204.70588235294,125.9470588235294,3679.7764705882355,223.74656840578615,0.007339534170060633,17,2,1,4,0,10,14,3
2009-06-21,20046.083333333332,20706.25,97.53333333333332,4468.783333333333,225.25034708148812,0.010030340409215669,12,0,1,3,1,7,10,2
2009-06-28,23831.69230769231,23278.846153846152,100.48461538461538,2868.853846153846,234.35008418436837,0.005551773733277949,13,2,0,2,0,9,12,1
2009-07-05,21041.636363636364,20219.772727272728,91.75909090909092,2942.6272727272726,260.16992460100096,0.08621410359940544,22,1,2,2,0,17,20,2
2009-07-12,20744.842105263157,21285.0,103.08947368421053,3234.884210526316,216.91431111987688,0.002183898301100995,19,1,3,1,1,13,17,2
2009-07-19,22248.277777777777,22716.38888888889,106.88333333333335,3900.4222222222224,219.95608949542896,0.024464266351241624,18,3,3,1,2,9,16,2
2009-07-26,21525.0,22159.545454545456,95.82727272727271,4826.763636363637,229.69652816037686,0.010805791217456123,22,5,3,1,0,13,17,5
2009-08-02,22118.75,20585.9375,88.55000000000001,4300.10625,251.98618679636235,0.08750837194819805,16,2,0,3,0,11,15,1
2009-08-09,21000.0,20245.666666666668,89.84666666666666,3877.746666666667,238.25530058819078,0.05277044859969296,15,1,0,3,0,11,15,0
2009-08-16,26259.090909090908,24525.227272727272,118.0363636363636,2303.6545454545458,223.53251389896377,0.05149859390437974,22,2,0,3,1,16,18,4
2009-08-23,23899.809523809523,22222.190476190477,103.82380952380953,4901.438095238095,241.18145265710518,0.09585075684965594,21,5,1,7,0,8,20,1
2009-08-30,25520.454545454544,22817.045454545456,105.26818181818182,3909.140909090909,236.4043702399161,0.08844001560447999,22,2,4,4,0,12,19,3
2009-09-06,24877.30769230769,24521.346153846152,110.86153846153846,2952.0653846153846,225.23904093824802,0.016373259450256795,26,3,0,7,2,14,20,6
2009-09-13,23118.222222222223,21603.444444444445,111.08518518518518,4930.5259259259265,226.22457201201047,0.14789886015024747,27,4,2,5,0,16,23,4
2009-09-20,21488.095238095237,19840.714285714286,91.91428571428571,2832.190476190476,238.8135766473118,0.06459236326548952,21,0,0,4,1,16,19,2
2009-09-27,23450.0,23171.636363636364,107.37272727272729,4145.668181818181,227.71166645880493,0.030056550729503615,22,3,3,3,1,12,20,2
2009-10-04,23473.615384615383,22589.23076923077,105.69615384615382,3091.896153846154,227.12722441293374,0.04646036253796984,26,2,2,6,1,15,24,2
2009-10-11,28528.652173913044,25066.08695652174,121.49565217391304,2276.3739130434783,238.73428227844326,0.11618020981746484,23,0,1,4,0,18,22,1
2009-10-18,28114.14285714286,25229.04761904762,120.89047619047616,2901.538095238095,243.80625277699951,0.0913217229464028,21,3,0,3,2,13,17,4
2009-10-25,22312.666666666668,22400.458333333332,107.39166666666665,2714.5958333333333,218.3402440453175,0.003416344166807977,24,2,3,7,0,12,20,4
2009-11-01,26173.78947368421,25264.473684210527,118.81052631578946,3137.5315789473684,227.09877612780832,0.056162050452335265,19,3,2,4,1,9,18,1
2009-11-08,28901.833333333332,26352.083333333332,123.74583333333332,3800.9541666666664,238.787864011931,0.08590294564223809,24,2,3,8,0,11,19,5
