,date,fjöldi_kaupsamninga,auglyst_serbyli,auglyst_fjolbyli,solutimi,Verðtryggð lán,erlend_lan,Óverðtryggð lán,overdtryggt,verdtryggt,visitala_rvk_%,verdbolga_%,Reykjavík,Kópavogur,Garðabær,Hafnarfjörður,Mosfellsbær,"Eigendur, skuldlaust",Eigendur m. lán,"Leigjendur, alls"
10,2007-02-01,701.42,0.49,1.51,2.86,87.03,8.44,3.04,16.0,4.95,0.3,0.0,0.4281300312250897,0.4187822952062662,0.4920584693022297,0.4037393705027485,0.3637488126458693,14.041666666666666,68.89166666666667,17.066666666666666
11,2007-03-01,815.37,0.46,1.44,2.33,87.5,9.78,2.5,16.0,4.95,2.4,-0.8560945780676787,0.4278894926725693,0.418091384236329,0.4920700570640659,0.4028641984599199,0.3645386045360176,13.983333333333333,68.78333333333333,17.23333333333333
12,2007-04-01,838.49,0.44,1.44,2.24,86.74,11.95,2.64,16.0,4.95,0.7,0.2055921052631637,0.427648954120049,0.4174004732663918,0.4920816448259021,0.4019890264170914,0.3653283964261658,13.925,68.675,17.4
13,2007-05-01,888.01,0.43,1.39,2.05,86.77444444444444,12.522222222222222,2.681111111111111,16.0,4.95,3.6,0.8206811653672652,0.4274084155675285,0.4167095622964545,0.4920932325877384,0.4011138543742628,0.3661181883163141,13.866666666666667,68.56666666666666,17.566666666666666
14,2007-06-01,992.46,0.41,1.36,1.78,86.80888888888889,13.094444444444445,2.7222222222222223,16.0,4.95,0.5,0.2035002035001953,0.4271678770150082,0.4160186513265174,0.4921048203495746,0.4002386823314343,0.3669079802064623,13.808333333333334,68.45833333333333,17.73333333333333
15,2007-07-01,851.91,0.38,1.35,2.03,86.84333333333333,13.666666666666666,2.763333333333333,16.0,4.95,1.4,-0.1218521527213578,0.4269273384624878,0.4153277403565801,0.4921164081114109,0.3993635102886057,0.3676977720966106,13.75,68.35,17.9
16,2007-08-01,838.38,0.36,1.25,1.92,86.87777777777778,14.238888888888889,2.8044444444444445,16.0,5.0,0.8,-0.3660024400162665,0.4266867999099674,0.4146368293866429,0.4921279958732472,0.3984883382457772,0.3684875639867588,13.691666666666666,68.24166666666667,18.066666666666663
17,2007-09-01,675.79,0.37,1.3,2.47,86.91222222222221,14.811111111111112,2.8455555555555554,16.0,5.4,0.8,1.1428571428571566,0.426446261357447,0.4139459184167057,0.4921395836350834,0.3976131662029487,0.369277355876907,13.633333333333333,68.13333333333334,18.23333333333333
18,2007-10-01,719.1,0.39,1.36,2.42,86.94666666666666,15.383333333333333,2.8866666666666667,16.0,5.4,2.8,0.363196125907983,0.4262057228049266,0.4132550074467685,0.4921511713969196,0.3967379941601201,0.3700671477670553,13.575,68.025,18.4
19,2007-11-01,613.44,0.4,1.36,2.86,86.9811111111111,15.955555555555556,2.9277777777777776,16.0,5.75,-1.5,0.4020908725371974,0.4259651842524062,0.4125640964768313,0.4921627591587559,0.3958628221172915,0.3708569396572035,13.516666666666667,67.91666666666667,18.566666666666663
20,2007-12-01,459.17,0.42,1.37,3.89,87.01555555555555,16.52777777777778,2.9688888888888885,16.5,6.3,0.1,0.680816980376453,0.4257246456998859,0.4118731855068941,0.4921743469205921,0.394987650074463,0.3716467315473518,13.458333333333334,67.80833333333334,18.73333333333333
21,2008-01-01,414.19,0.44,1.41,4.46,87.05,17.1,3.01,16.5,6.3,1.5,-0.1591089896579189,0.4254841071473655,0.4111822745369569,0.4921859346824284,0.3941124780316344,0.3724365234375,13.4,67.7,18.9
22,2008-02-01,391.68,0.5,1.59,5.32,88.61,18.03,2.8,16.5,6.3,-0.9,1.553784860557772,0.4253618758930289,0.4100130061736,0.4907211899485625,0.393097624527064,0.371815871027197,13.558333333333334,67.39166666666667,19.058333333333334
23,2008-03-01,278.37,0.54,1.65,7.88,88.81,21.24,2.63,16.5,6.3,-0.4,1.4907806983130545,0.4252396446386923,0.4088437378102432,0.4892564452146966,0.3920827710224935,0.371195218616894,13.716666666666669,67.08333333333334,19.216666666666665
24,2008-04-01,295.43,0.58,1.72,7.79,83.17,21.85,2.16,16.5,6.3,-1.7,4.2133745651333765,0.4251174133843557,0.4076744694468863,0.4877917004808307,0.3910679175179231,0.370574566206591,13.875,66.775,19.375
25,2008-05-01,218.64,0.62,1.87,11.39,83.78444444444445,21.574444444444445,2.155555555555556,18.5,6.3,0.5,1.4836795252225476,0.4249951821300192,0.4065052010835295,0.4863269557469649,0.3900530640133527,0.369953913796288,14.033333333333331,66.46666666666667,19.53333333333333
26,2008-06-01,183.04,0.65,1.97,14.27,84.39888888888889,21.29888888888889,2.151111111111111,18.5,6.3,-0.1,0.8406432748537807,0.4248729508756826,0.4053359327201726,0.484862211013099,0.3890382105087822,0.369333261385985,14.191666666666666,66.15833333333333,19.691666666666663
27,2008-07-01,333.49,0.67,1.97,7.94,85.01333333333334,21.023333333333333,2.146666666666667,18.5,6.3,0.8,0.8698803914461983,0.424750719621346,0.4041666643568158,0.4833974662792331,0.3880233570042118,0.368712608975682,14.35,65.85,19.85
28,2008-08-01,281.12,0.71,2.03,9.76,85.62777777777778,20.747777777777777,2.1422222222222222,18.5,6.05,-0.3,0.8983111749910178,0.4246284883670094,0.4029973959934589,0.4819327215453672,0.3870085034996414,0.3680919565653791,14.508333333333333,65.54166666666667,20.008333333333333
29,2008-09-01,274.59,0.75,2.07,10.25,86.24222222222222,20.472222222222225,2.137777777777778,18.5,6.05,-0.2,1.2464387464387494,0.4245062571126728,0.401828127630102,0.4804679768115013,0.3859936499950709,0.367471304155076,14.666666666666668,65.23333333333333,20.166666666666668
30,2008-10-01,239.5,0.79,2.08,11.97,86.85666666666667,20.19666666666667,2.1333333333333333,18.5,6.05,-0.2,3.0249736194160937,0.4243840258583363,0.4006588592667452,0.4790032320776354,0.3849787964905005,0.3668506517447731,14.825,64.925,20.325
31,2008-11-01,136.42,0.82,2.17,21.98,87.47111111111111,19.921111111111113,2.128888888888889,15.0,5.9,-0.3,1.843632639125992,0.4242617946039997,0.3994895909033883,0.4775384873437696,0.38396394298593,0.3662299993344701,14.983333333333334,64.61666666666667,20.48333333333333
32,2008-12-01,143.96,0.84,2.21,21.12,88.08555555555556,19.645555555555557,2.1244444444444444,21.0,5.9,-1.3,1.7096882333221377,0.4241395633496631,0.3983203225400315,0.4760737426099037,0.3829490894813596,0.3656093469241671,15.141666666666667,64.30833333333334,20.641666666666666
33,2009-01-01,148.35,0.84,2.25,20.82,88.7,19.37,2.12,21.0,5.9,-1.6,0.428477257745552,0.4240173320953265,0.3971510541766747,0.4746089978760378,0.3819342359767891,0.3649886945138641,15.3,64.0,20.8
34,2009-02-01,105.87,0.69,1.86,24.04,91.03,18.93,2.18,20.0,5.9,-0.6,1.247128322940605,0.4244122334430779,0.3971776418070913,0.4736282001342148,0.3819436847191625,0.3647865402582708,15.266666666666667,63.69166666666666,21.133333333333333
35,2009-03-01,137.71,0.88,2.39,23.76,90.98,17.45,2.75,19.0,5.9,-3.8,0.1620745542949775,0.4248071347908294,0.3972042294375079,0.4726474023923918,0.381953133461536,0.3645843860026774,15.233333333333334,63.38333333333333,21.46666666666667
36,2009-04-01,140.03,0.94,2.55,24.94,92.76,16.59,3.02,19.0,5.9,-2.6,0.8414239482200658,0.4252020361385807,0.3972308170679245,0.4716666046505687,0.3819625822039093,0.364382231747084,15.2,63.075,21.8
37,2009-05-01,159.48,1.0,2.67,23.03,92.54666666666667,16.42222222222222,3.16,18.0,5.9,-0.7,1.4441591784338792,0.4255969374863321,0.3972574046983411,0.4706858069087457,0.3819720309462827,0.3641800774914907,15.166666666666668,62.766666666666666,22.133333333333333
38,2009-06-01,137.14,1.02,2.74,27.46,92.33333333333334,16.254444444444445,3.3,10.5,5.9,-0.4,1.8981335020563208,0.4259918388340836,0.3972839923287578,0.4697050091669226,0.3819814796886561,0.3639779232358973,15.133333333333336,62.45833333333333,22.46666666666667
39,2009-07-01,171.56,1.02,2.72,21.76,92.12,16.086666666666666,3.44,10.5,5.8,0.3,0.5588326606643657,0.426386740181835,0.3973105799591744,0.4687242114250996,0.3819909284310295,0.3637757689803039,15.1,62.15,22.8
40,2009-08-01,140.83,1.05,2.83,27.57,91.90666666666667,15.918888888888889,3.58,10.5,5.8,0.8,0.6792219820932477,0.4267816415295863,0.397337167589591,0.4677434136832766,0.3820003771734029,0.3635736147247106,15.066666666666666,61.84166666666667,23.133333333333333
41,2009-09-01,171.77,1.14,3.09,24.61,91.69333333333334,15.751111111111111,3.72,10.5,4.9,-0.1,0.8586323213737979,0.4271765428773378,0.3973637552200076,0.4667626159414536,0.3820098259157763,0.3633714604691173,15.033333333333331,61.53333333333333,23.46666666666667
42,2009-10-01,166.7,1.14,3.11,25.53,91.48,15.583333333333334,3.8600000000000003,10.5,4.9,-0.1,1.094557616296754,0.4275714442250892,0.3973903428504242,0.4657818181996305,0.3820192746581498,0.3631693062135239,15.0,61.225,23.8
43,2009-11-01,188.57,1.13,3.13,22.58,91.26666666666667,15.415555555555557,4.0,10.5,4.9,-1.5,0.9624060150375868,0.4279663455728406,0.3974169304808408,0.4648010204578074,0.3820287234005231,0.3629671519579305,14.966666666666669,60.91666666666666,24.133333333333333
44,2009-12-01,202.24,1.14,3.19,21.43,91.05333333333334,15.247777777777777,4.140000000000001,9.0,5.3,-2.2,0.6255585344057346,0.428361246920592,0.3974435181112574,0.4638202227159844,0.3820381721428965,0.3627649977023371,14.933333333333334,60.60833333333333,24.46666666666667
45,2010-01-01,179.91,1.15,3.21,24.23,90.84,15.08,4.28,8.5,4.8,0.4,0.0296033155713359,0.4287561482683434,0.3974701057416741,0.4628394249741614,0.3820476208852699,0.3625628434467438,14.9,60.3,24.8
46,2010-02-01,201.28,1.14,3.23,21.73,90.41,14.27,4.77,8.5,4.8,-0.4,1.331754957087905,0.4286164987951188,0.397075539141549,0.4619524258064778,0.3818207256738166,0.3622806162128207,15.0,59.9,25.10833333333333
47,2010-03-01,224.15,1.14,3.31,19.84,88.94,13.04,5.3,8.5,4.8,0.5,1.0514018691588856,0.4284768493218942,0.396680972541424,0.4610654266387942,0.3815938304623631,0.3619983889788976,15.1,59.5,25.416666666666668
48,2010-04-01,193.47,1.12,3.29,22.78,88.12,13.27,5.24,8.5,4.8,-0.2,0.2601156069364174,0.4283371998486696,0.3962864059412989,0.4601784274711106,0.3813669352509098,0.3617161617449745,15.2,59.1,25.725
49,2010-05-01,194.99,1.11,3.2,22.12,88.07666666666667,12.944444444444445,5.337777777777778,8.5,4.8,1.9,0.2882675122513722,0.428197550375445,0.3958918393411739,0.4592914283034269,0.3811400400394564,0.3614339345110515,15.3,58.7,26.03333333333333
50,2010-06-01,215.41,1.11,3.22,20.12,88.03333333333333,12.618888888888888,5.435555555555556,8.25,4.8,-0.7,-0.4599022707674538,0.4280579009022204,0.3954972727410488,0.4584044291357433,0.380913144828003,0.3611517072771283,15.4,58.3,26.34166666666667
51,2010-07-01,219.53,1.09,3.18,19.42,87.99000000000001,12.293333333333333,5.533333333333333,8.25,4.8,-1.3,-0.7796708056598267,0.4279182514289958,0.3951027061409238,0.4575174299680597,0.3806862496165497,0.3608694800432053,15.5,57.9,26.65
52,2010-08-01,226.64,1.04,3.1,18.29,87.94666666666667,11.967777777777778,5.631111111111111,7.75,4.8,0.0,0.3783469150174579,0.4277786019557712,0.3947081395407987,0.4566304308003761,0.3804593544050963,0.3605872528092822,15.6,57.5,26.958333333333336
53,2010-09-01,267.32,1.01,2.99,14.95,87.90333333333334,11.642222222222221,5.728888888888889,7.75,4.8,0.4,0.0,0.4276389524825466,0.3943135729406736,0.4557434316326925,0.3802324591936429,0.3603050255753591,15.7,57.1,27.266666666666666
